S|P|O
HIST1H3E|genetically interacts with|HIST1H3H
HIST1H3A|genetically interacts with|HIST1H3F
HIST1H3I|genetically interacts with|HIST1H3A
HIST1H3E|genetically interacts with|HIST1H3A
HIST1H3I|genetically interacts with|HIST1H3F
HIST1H3E|genetically interacts with|HIST1H3F
HIST1H3E|genetically interacts with|HIST1H3I
HIST1H3E|has gene product|HIST1H3C
valproic acid|interacts with|H2AFB1
valproic acid|interacts with|H2AFB2
valproic acid|interacts with|H2AFB3
H2AFB1|participates_in|Packaging Of Telomere Ends
H2AFJ|participates_in|Packaging Of Telomere Ends
H2AFV|participates_in|Packaging Of Telomere Ends
H2AFX|participates_in|Packaging Of Telomere Ends
valproic acid|interacts with|H2AFY
valproic acid|interacts with|H2AFY2
H2AFZ|participates_in|Packaging Of Telomere Ends
H2AFB3|genetically interacts with|H2AFB2
valproic acid|interacts with|H2AFJ
H2AFB2|subClassOf|protein_coding_gene
H2AFV|subClassOf|protein_coding_gene
H2AFX|subClassOf|protein_coding_gene
H2AFZ|subClassOf|protein_coding_gene
H2AFB3|subClassOf|protein_coding_gene
H2AFY|subClassOf|protein_coding_gene
H2AFY2|subClassOf|protein_coding_gene
aflatoxin B1|interacts with|PCGF1
aflatoxin B1|interacts with|BCOR
FBXL10|subClassOf|protein_coding_gene
aflatoxin B1|interacts with|BCL6
