S|P|O|S_ID|P_ID|O_ID
CXCL10|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/3627|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
LATS1|participates_in|Signaling by Hippo|http://www.ncbi.nlm.nih.gov/gene/9113|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2028269
SAV1|participates_in|Signaling by Hippo|http://www.ncbi.nlm.nih.gov/gene/60485|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2028269
TEAD2|participates_in|YAP1- and WWTR1 (TAZ)-stimulated gene expression|http://www.ncbi.nlm.nih.gov/gene/8463|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2032785
TEAD4 (human)|participates_in|YAP1- and WWTR1 (TAZ)-stimulated gene expression|http://www.ncbi.nlm.nih.gov/gene/7004|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2032785
valproic acid|interacts with|STK4|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/4485
valproic acid|interacts with|STK38L|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/23012
STK4|causes or contributes to condition|Breast carcinoma|http://www.ncbi.nlm.nih.gov/gene/4485|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003002
NDRG1 (human)|causes or contributes to condition|Breast carcinoma|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003002
LATS1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/9113|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
LATS2|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/26524|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
MINK1|participates_in|Cellular Senescence|http://www.ncbi.nlm.nih.gov/gene/50488|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559583
ETS1 (human)|participates_in|Cellular Senescence|http://www.ncbi.nlm.nih.gov/gene/2113|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559583
ETS1 (human)|causes or contributes to condition|Gluten intolerance|http://www.ncbi.nlm.nih.gov/gene/2113|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012538
CXCL10|causes or contributes to condition|Gluten intolerance|http://www.ncbi.nlm.nih.gov/gene/3627|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012538
valproic acid|interacts with|MAP4K1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/11184
valproic acid|interacts with|MAP4K2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5871
MINK1|participates_in|Oxidative Stress Induced Senescence|http://www.ncbi.nlm.nih.gov/gene/50488|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559580
TNIK|participates_in|Oxidative Stress Induced Senescence|http://www.ncbi.nlm.nih.gov/gene/23043|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559580
MAP4K4|participates_in|Oxidative Stress Induced Senescence|http://www.ncbi.nlm.nih.gov/gene/9448|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559580
MINK1|has gene product|misshapen-like kinase 1 (human)|http://www.ncbi.nlm.nih.gov/gene/50488|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q8N4C8
misshapen-like kinase 1 (human)|participates_in|JNK cascade|http://purl.obolibrary.org/obo/PR_Q8N4C8|http://purl.obolibrary.org/obo/RO_0000056|http://purl.obolibrary.org/obo/GO_0007254
mitogen-activated protein kinase kinase kinase kinase 3 (human)|participates_in|JNK cascade|http://purl.obolibrary.org/obo/PR_Q8IVH8|http://purl.obolibrary.org/obo/RO_0000056|http://purl.obolibrary.org/obo/GO_0007254
mitogen-activated protein kinase kinase kinase kinase 3 (human)|has_gene_template|MAP4K3|http://purl.obolibrary.org/obo/PR_Q8IVH8|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/8491
STK38L|has gene product|serine/threonine-protein kinase 38-like (human)|http://www.ncbi.nlm.nih.gov/gene/23012|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q9Y2H1
serine/threonine-protein kinase 38-like (human)|molecularly interacts with|protein NDRG1 (human)|http://purl.obolibrary.org/obo/PR_Q9Y2H1|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_Q92597
protein NDRG1 (human)|has_gene_template|NDRG1|http://purl.obolibrary.org/obo/PR_Q92597|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/10397
TNIK|causes or contributes to condition|Abnormality of the skin|http://www.ncbi.nlm.nih.gov/gene/23043|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0000951
valproic acid|is substance that treats|Abnormality of the skin|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0000951
HSPA1B (human)|causes or contributes to condition|Abnormality of the skin|http://www.ncbi.nlm.nih.gov/gene/3304|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0000951
HSPA1B (human)|causes or contributes to condition|pancreatic ductal adenocarcinoma|http://www.ncbi.nlm.nih.gov/gene/3304|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0005184
NDRG1 (human)|causes or contributes to condition|pancreatic ductal adenocarcinoma|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0005184
TNIK|participates_in|Cellular Senescence|http://www.ncbi.nlm.nih.gov/gene/23043|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559583
valproic acid|is substance that treats|Astrocytoma|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0009592
LATS2|causes or contributes to condition|Astrocytoma|http://www.ncbi.nlm.nih.gov/gene/26524|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0009592
IL6|participates_in|Cellular Senescence|http://www.ncbi.nlm.nih.gov/gene/3569|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559583
IL6|causes or contributes to condition|skin pigmented basal cell carcinoma|http://www.ncbi.nlm.nih.gov/gene/3569|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0002939
LATS1|causes or contributes to condition|skin pigmented basal cell carcinoma|http://www.ncbi.nlm.nih.gov/gene/9113|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0002939
TNIK|has gene product|TRAF2 and NCK-interacting protein kinase (human)|http://www.ncbi.nlm.nih.gov/gene/23043|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q9UKE5
TRAF2 and NCK-interacting protein kinase (human)|has function|protein serine kinase activity|http://purl.obolibrary.org/obo/PR_Q9UKE5|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0106310
mitogen-activated protein kinase kinase kinase kinase 3 (human)|has function|protein serine kinase activity|http://purl.obolibrary.org/obo/PR_Q8IVH8|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0106310
aflatoxin B1|interacts with|MAP4K1|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/11184
aflatoxin B1|is substance that treats|Renal neoplasm|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0009726
NDRG1 (human)|causes or contributes to condition|Renal neoplasm|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0009726
aflatoxin B1|interacts with|THEMIS (human)|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/387357
THEMIS (human)|causes or contributes to condition|Gluten intolerance|http://www.ncbi.nlm.nih.gov/gene/387357|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012538
LATS1|causes or contributes to condition|Astrocytoma|http://www.ncbi.nlm.nih.gov/gene/9113|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0009592
serine/threonine-protein kinase LATS2 (human)|has function|protein serine kinase activity|http://purl.obolibrary.org/obo/PR_Q9NRM7|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0106310
serine/threonine-protein kinase LATS2 (human)|has_gene_template|LATS2|http://purl.obolibrary.org/obo/PR_Q9NRM7|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/26524
valproic acid|interacts with|MAP4K4|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/9448
aflatoxin B1|interacts with|MAP4K3|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/8491
MAP4K2|has gene product|mitogen-activated protein kinase kinase kinase kinase 2 (human)|http://www.ncbi.nlm.nih.gov/gene/5871|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q12851
mitogen-activated protein kinase kinase kinase kinase 2 (human)|has function|MAP kinase kinase kinase kinase activity|http://purl.obolibrary.org/obo/PR_Q12851|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0008349
mitogen-activated protein kinase kinase kinase kinase 3 (human)|has function|MAP kinase kinase kinase kinase activity|http://purl.obolibrary.org/obo/PR_Q8IVH8|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0008349
MAP4K4|causes or contributes to condition|Neoplasm of the lung|http://www.ncbi.nlm.nih.gov/gene/9448|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100526
Small cell lung carcinoma|subClassOf|Neoplasm of the lung|http://purl.obolibrary.org/obo/HP_0030357|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/HP_0100526
NDRG1 (human)|causes or contributes to condition|Small cell lung carcinoma|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030357
MAP4K4|participates_in|Cellular Senescence|http://www.ncbi.nlm.nih.gov/gene/9448|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2559583
mitogen-activated protein kinase kinase kinase kinase 2 (human)|molecularly interacts with|ADP(3-)|http://purl.obolibrary.org/obo/PR_Q12851|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/CHEBI_456216
ADP(3-)|participates_in|Interleukin-10 signaling|http://purl.obolibrary.org/obo/CHEBI_456216|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783783
CXCL10|participates_in|Interleukin-10 signaling|http://www.ncbi.nlm.nih.gov/gene/3627|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783783
aflatoxin B1|is substance that treats|Neoplasm of the lung|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0100526
MAP4K3|has gene product|mitogen-activated protein kinase kinase kinase kinase 3 (human)|http://www.ncbi.nlm.nih.gov/gene/8491|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q8IVH8
serine/threonine-protein kinase LATS1 (human)|has function|protein serine kinase activity|http://purl.obolibrary.org/obo/PR_O95835|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0106310
serine/threonine-protein kinase LATS1 (human)|has_gene_template|LATS1|http://purl.obolibrary.org/obo/PR_O95835|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/9113
YAP1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/10413|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
WWTR1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/25937|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
serine/threonine-protein kinase 38-like (human)|has function|protein serine kinase activity|http://purl.obolibrary.org/obo/PR_Q9Y2H1|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0106310
YAP1|participates_in|YAP1- and WWTR1 (TAZ)-stimulated gene expression|http://www.ncbi.nlm.nih.gov/gene/10413|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2032785
TEAD1|participates_in|YAP1- and WWTR1 (TAZ)-stimulated gene expression|http://www.ncbi.nlm.nih.gov/gene/7003|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2032785
TEAD3|participates_in|YAP1- and WWTR1 (TAZ)-stimulated gene expression|http://www.ncbi.nlm.nih.gov/gene/7005|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2032785
WWTR1|participates_in|Signaling by Hippo|http://www.ncbi.nlm.nih.gov/gene/25937|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2028269
YAP1|causes or contributes to condition|epithelioid hemangioendothelioma|http://www.ncbi.nlm.nih.gov/gene/10413|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0015523
WWTR1|causes or contributes to condition|epithelioid hemangioendothelioma|http://www.ncbi.nlm.nih.gov/gene/25937|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0015523
WWTR1|participates_in|YAP1- and WWTR1 (TAZ)-stimulated gene expression|http://www.ncbi.nlm.nih.gov/gene/25937|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2032785
YAP1|participates_in|Signaling by Hippo|http://www.ncbi.nlm.nih.gov/gene/10413|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2028269
LATS1|causes or contributes to condition|gemistocytic astrocytoma|http://www.ncbi.nlm.nih.gov/gene/9113|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0016689
RASSF1|has gene product|Ras association domain-containing protein 1 (human)|http://www.ncbi.nlm.nih.gov/gene/11186|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q9NS23
Ras association domain-containing protein 1 (human)|molecularly interacts with|protein salvador homolog 1 (human)|http://purl.obolibrary.org/obo/PR_Q9NS23|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_Q9H4B6
protein salvador homolog 1 (human)|participates_in|Signaling by Hippo|http://purl.obolibrary.org/obo/PR_Q9H4B6|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2028269
protein salvador homolog 1 (human)|has_gene_template|SAV1|http://purl.obolibrary.org/obo/PR_Q9H4B6|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/60485
diazinon|interacts with|RASSF1 (human)|http://purl.obolibrary.org/obo/CHEBI_34682|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/11186
diazinon|interacts with|DDX17 (human)|http://purl.obolibrary.org/obo/CHEBI_34682|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/10521
DDX17 (human)|genetically interacts with|STK4|http://www.ncbi.nlm.nih.gov/gene/10521|http://purl.obolibrary.org/obo/RO_0002435|http://www.ncbi.nlm.nih.gov/gene/4485
