,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
23,TDP-43,ec8d2,,1092.371184371183,462.48840048839895,90.0,25.0,#None,Uniprot-TrEMBL,Q13148,POINT (1092.371184371183 462.48840048839895)
24,"MAO B
",ed350,,768.5509768009763,133.0,90.0,25.0,#None,Uniprot-TrEMBL,P27338,POINT (768.5509768009763 133)
25,DOPAL,ed7de,,946.8095238095236,211.74358974358967,90.0,25.0,#0000ff,ChEBI,27978,POINT (946.8095238095236 211.74358974358967)
26,α-synuclein,f14b9,,766.459096459096,282.1282051282053,90.0,25.0,#None,Uniprot-TrEMBL,P37840,POINT (766.459096459096 282.1282051282053)
27,SRPK2,f75bc,,563.006135428763,222.45708854055414,90.0,25.0,#None,Uniprot-TrEMBL,P78362,POINT (563.006135428763 222.45708854055414)
28,SET fragment,f7f35,,690.1944444444451,548.3551587301588,90.0,24.75,#None,Unknown,SET fragment,POINT (690.1944444444451 548.3551587301588)
29,AKT 1,f8b82,f4fda,439.1666666666668,473.2738095238093,60.71428571428555,26.785714285714903,#None,Uniprot-TrEMBL,P31749,POINT (439.1666666666668 473.2738095238093)
30,PP2A,f9258,,610.7023809523795,603.5595238095239,90.0,25.0,#None,Uniprot-TrEMBL,P62714,POINT (610.7023809523795 603.5595238095239)
31,AKT 1,c5066,de11c,594.1666666666663,474.5238095238095,59.28571428571466,24.285714285714263,#None,Uniprot-TrEMBL,P31749,POINT (594.1666666666663 474.5238095238095)
32,"AKT 2
",ecf39,de11c,594.1666666666664,502.55952380952357,59.28571428571434,31.071428571428893,#None,Uniprot-TrEMBL,P31751,POINT (594.1666666666664 502.55952380952357)
33,AKT 3,c3948,de11c,594.1666666666682,530.4166666666663,59.28571428571081,23.928571428572013,#None,Uniprot-TrEMBL,Q9Y243,POINT (594.1666666666682 530.4166666666663)
34,Frontotemporal dementia,db869,e4562,1092.371184371183,601.0,150.0,25.0,#0000ff,Wikidata,Q18592,POINT (1092.371184371183 601)
35,"Amyotrophic lateral 
sclerosis",f22e6,e4562,1092.371184371183,635.0,120.0,35.0,#0000ff,Wikidata,Q206901,POINT (1092.371184371183 635)
36,Parkinson's disease,e69af,,618.5,133.0,120.0,25.0,#0000ff,Wikidata,Q11085,POINT (618.5 133)
