,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
23,AKT1,b6976,bb7e5,627.8425925925912,409.93518518518476,80.0,20.0,#None,Entrez Gene,207,POINT (627.8425925925912 409.93518518518476)
24,BDNF,c90ae,,728.8981481481472,83.0833333333333,80.0,20.0,#None,Entrez Gene,627,POINT (728.8981481481472 83.0833333333333)
25,F2RL2,d3e83,,648.5833333333359,153.52777777777683,80.0,20.0,#None,Entrez Gene,2151,POINT (648.5833333333359 153.52777777777683)
26,JUN,e0af2,ae9a3,583.3981481481491,665.5185185185178,80.0,20.0,#None,Entrez Gene,3725,POINT (583.3981481481491 665.5185185185178)
27,RHOA,e8cce,,324.37037037037254,365.37962962963127,80.0,20.0,#None,Entrez Gene,387,POINT (324.37037037037254 365.37962962963127)
28,STAT3,eb873,,177.84259259259463,376.6296296296293,80.0,20.0,#None,Entrez Gene,6774,POINT (177.84259259259463 376.6296296296293)
29,CDH11,Z64F5,eca2b,482.51851851852166,587.1388888888896,80.0,20.0,#None,Entrez Gene,1009,POINT (482.51851851852166 587.1388888888896)
30,AKT3,UQHFE,ffe2b,628.1666666666636,605.3518518518516,80.0,20.0,#None,Entrez Gene,10000,POINT (628.1666666666636 605.3518518518516)
31,AKT1,a7d31,ffe2b,628.1666666666636,565.3518518518521,80.0,20.0,#None,Entrez Gene,207,POINT (628.1666666666636 565.3518518518521)
32,AKT2,4Y2AH,ffe2b,628.1666666666636,585.3518518518516,80.0,20.0,#None,Entrez Gene,208,POINT (628.1666666666636 585.3518518518516)
33,NGFR,ac6e5,,728.5833333333359,153.5277777777768,80.0,20.0,#None,Entrez Gene,4804,POINT (728.5833333333359 153.5277777777768)
34,NGFR,ddf43,,114.74074074074088,156.21296296296336,80.0,20.0,#None,Entrez Gene,4804,POINT (114.74074074074088 156.21296296296336)
35,EPHB2,NCXEZ,c9763,282.9351851851875,171.25925925925975,80.0,20.0,#None,Entrez Gene,2048,POINT (282.9351851851875 171.25925925925975)
36,EPHB3,KDHA6,c9763,282.9351851851875,191.25925925925955,80.0,20.0,#None,Entrez Gene,2049,POINT (282.9351851851875 191.25925925925955)
37,EPHB4,SUCKJ,c9763,282.9351851851875,211.2592592592592,80.0,20.0,#None,Entrez Gene,2050,POINT (282.9351851851875 211.2592592592592)
38,EPHB6,a7d59,c9763,282.9351851851875,231.25925925925876,80.0,20.0,#None,Entrez Gene,2051,POINT (282.9351851851875 231.25925925925876)
39,BDNF,c8231,,115.05555555555495,79.19444444444457,80.0,20.0,#None,Entrez Gene,627,POINT (115.05555555555495 79.19444444444457)
40,STAT3,c16c9,,208.6759259259274,576.4444444444442,80.0,20.0,#None,Entrez Gene,6774,POINT (208.6759259259274 576.4444444444442)
41,MMP2,d60fb,dd105,289.9259259259288,604.546296296297,80.0,20.0,#None,Entrez Gene,4313,POINT (289.9259259259288 604.546296296297)
42,TWIST1,2OKGF,dd105,289.9259259259288,644.5462962962971,80.0,20.0,#None,Entrez Gene,7291,POINT (289.9259259259288 644.5462962962971)
43,MMP9,d820e,dd105,289.9259259259288,624.5462962962971,80.0,20.0,#None,Entrez Gene,4318,POINT (289.9259259259288 624.5462962962971)
44,RAC1,fe6ba,,569.0925925925952,364.96296296296293,80.0,20.0,#None,Entrez Gene,5879,POINT (569.0925925925952 364.96296296296293)
45,PAK2,c19f9,a5ac1,441.0370370370387,369.3611111111115,80.0,20.0,#None,Entrez Gene,5062,POINT (441.0370370370387 369.3611111111115)
46,PAK3,CG93U,a5ac1,441.0370370370387,389.3611111111114,80.0,20.0,#None,Entrez Gene,5063,POINT (441.0370370370387 389.3611111111114)
47,PAK4,4LYS2,a5ac1,441.0370370370387,409.3611111111114,80.0,20.0,#None,Entrez Gene,10298,POINT (441.0370370370387 409.3611111111114)
48,PAK5,WMT50,a5ac1,441.03703703703917,429.36111111111137,80.0,20.0,#None,Entrez Gene,57144,POINT (441.03703703703917 429.36111111111137)
49,PAK6,VACN7,a5ac1,441.0370370370387,449.3611111111113,80.0,20.0,#None,Entrez Gene,56924,POINT (441.0370370370387 449.3611111111113)
