S|P|O|S_ID|P_ID|O_ID
cMyc|causes or contributes to condition|Neoplasm of the pancreas|http://www.ncbi.nlm.nih.gov/gene/4609|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002894
FOXM1|causes or contributes to condition|Non-small cell lung carcinoma|http://www.ncbi.nlm.nih.gov/gene/2305|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030358
valproic acid|is substance that treats|Non-small cell lung carcinoma|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0030358
CDK4|participates_in|Developmental Biology|http://www.ncbi.nlm.nih.gov/gene/1019|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
tubulin beta-3 chain (human)|participates_in|Developmental Biology|http://purl.obolibrary.org/obo/PR_Q13509|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
valproic acid|interacts with|tubulin beta-3 chain (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://purl.obolibrary.org/obo/PR_Q13509
melanotic medulloblastoma|has phenotype|Neoplasm of the pancreas|http://purl.obolibrary.org/obo/MONDO_0002796|http://purl.obolibrary.org/obo/RO_0002200|http://purl.obolibrary.org/obo/HP_0002894
Rasf1a|causes or contributes to condition|melanotic medulloblastoma|http://www.ncbi.nlm.nih.gov/gene/11186|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0002796
Pdx1|participates_in|Regulation of gene expression in beta cells|http://www.ncbi.nlm.nih.gov/gene/3651|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-210745
AKT1|participates_in|Regulation of gene expression in beta cells|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-210745
CREB-regulated transcription coactivator 2 (human)|molecularly interacts with|RAC-beta serine/threonine-protein kinase (human)|http://purl.obolibrary.org/obo/PR_Q53ET0|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P31751
RAC-beta serine/threonine-protein kinase (human)|has_gene_template|AKT2|http://purl.obolibrary.org/obo/PR_P31751|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/208
diazinon|interacts with|INS (human)|http://purl.obolibrary.org/obo/CHEBI_34682|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/3630
Insulin|participates_in|Regulation of beta-cell development|http://www.ncbi.nlm.nih.gov/gene/3630|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-186712
Pdx1|participates_in|Regulation of beta-cell development|http://www.ncbi.nlm.nih.gov/gene/3651|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-186712
AKT2|participates_in|Developmental Biology|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
valproic acid|is substance that treats|Glioblastoma multiforme|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0012174
phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (human)|participates_in|Membrane Trafficking|http://purl.obolibrary.org/obo/PR_O00443|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-199991
phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (human)|has function|PI3K|http://purl.obolibrary.org/obo/PR_O00443|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0016303
AKT2|has gene product|RAC-beta serine/threonine-protein kinase (human)|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P31751
diarsenic trioxide|interacts with|RAC-beta serine/threonine-protein kinase (human)|http://purl.obolibrary.org/obo/CHEBI_30621|http://purl.obolibrary.org/obo/RO_0002434|http://purl.obolibrary.org/obo/PR_P31751
diarsenic trioxide|interacts with|Rasf1a|http://purl.obolibrary.org/obo/CHEBI_30621|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/11186
AKT2|participates_in|G1/S Transition|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-69206
cMyc|participates_in|G1/S Transition|http://www.ncbi.nlm.nih.gov/gene/4609|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-69206
EZH2|causes or contributes to condition|Hepatocellular carcinoma|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001402
CDK4|causes or contributes to condition|Hepatocellular carcinoma|http://www.ncbi.nlm.nih.gov/gene/1019|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001402
cMyc|causes or contributes to condition|Hepatocellular carcinoma|http://www.ncbi.nlm.nih.gov/gene/4609|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001402
EZH2|causes or contributes to condition|diffuse large B-cell lymphoma|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0018905
CDK2|causes or contributes to condition|diffuse large B-cell lymphoma|http://www.ncbi.nlm.nih.gov/gene/1017|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0018905
EZH2|participates_in|Developmental Biology|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (human)|participates_in|Developmental Biology|http://purl.obolibrary.org/obo/PR_P42336|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (human)|has function|PI3K|http://purl.obolibrary.org/obo/PR_P42336|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0016303
EZH2|participates_in|Cellular responses to stress|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2262752
CREB-regulated transcription coactivator 2 (human)|participates_in|Cellular responses to stress|http://purl.obolibrary.org/obo/PR_Q53ET0|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2262752
CREB-regulated transcription coactivator 2 (human)|has_gene_template|CRTC2|http://purl.obolibrary.org/obo/PR_Q53ET0|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/200186
FOXM1|causes or contributes to condition|Hepatocellular carcinoma|http://www.ncbi.nlm.nih.gov/gene/2305|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001402
calmodulin (human)|subClassOf|CaM|http://purl.obolibrary.org/obo/PR_000049859|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/PR_000004978
calmodulin-1 (human)|subClassOf|calmodulin (human)|http://purl.obolibrary.org/obo/PR_P0DP23|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/PR_000049859
calmodulin-1 (human)|participates_in|VEGFR2 mediated vascular permeability|http://purl.obolibrary.org/obo/PR_P0DP23|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5218920
AKT1|participates_in|VEGFR2 mediated vascular permeability|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5218920
calmodulin-1 (human)|participates_in|Signal Transduction|http://purl.obolibrary.org/obo/PR_P0DP23|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
calmodulin-1 (human)|participates_in|Signaling by WNT|http://purl.obolibrary.org/obo/PR_P0DP23|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-195721
cMyc|participates_in|Signaling by WNT|http://www.ncbi.nlm.nih.gov/gene/4609|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-195721
CDK2|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/1017|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
calmodulin-1 (human)|molecularly interacts with|1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (human)|http://purl.obolibrary.org/obo/PR_P0DP23|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_Q01970
1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (human)|molecularly interacts with|phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (human)|http://purl.obolibrary.org/obo/PR_Q01970|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P42338
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (human)|has function|PI3K|http://purl.obolibrary.org/obo/PR_P42338|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0016303
calmodulin-3 (human)|subClassOf|calmodulin (human)|http://purl.obolibrary.org/obo/PR_P0DP25|http://www.w3.org/2000/01/rdf-schema#subClassOf|http://purl.obolibrary.org/obo/PR_000049859
calmodulin-3 (human)|has function|protein binding|http://purl.obolibrary.org/obo/PR_P0DP25|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0005515
diazinon|molecularly interacts with|protein binding|http://purl.obolibrary.org/obo/CHEBI_34682|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/GO_0005515
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (human)|participates_in|Developmental Biology|http://purl.obolibrary.org/obo/PR_P42338|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266738
valproic acid|interacts with|DLK1 (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/8788
valproic acid|interacts with|ERK 1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5595
diazinon|interacts with|CDK4|http://purl.obolibrary.org/obo/CHEBI_34682|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1019
CDK4|causes or contributes to condition|cutaneous melanoma|http://www.ncbi.nlm.nih.gov/gene/1019|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0005012
AKT1|causes or contributes to condition|cutaneous melanoma|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0005012
valproic acid|is substance that treats|tubular adenocarcinoma|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/MONDO_0005606
Rasf1a|causes or contributes to condition|tubular adenocarcinoma|http://www.ncbi.nlm.nih.gov/gene/11186|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0005606
Rasf1a|causes or contributes to condition|Neoplasm of the lung|http://www.ncbi.nlm.nih.gov/gene/11186|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100526
AKT1|causes or contributes to condition|Neoplasm of the lung|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100526
CRTC2|participates_in|Organelle biogenesis and maintenance|http://www.ncbi.nlm.nih.gov/gene/200186|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1852241
calmodulin-1 (human)|participates_in|Organelle biogenesis and maintenance|http://purl.obolibrary.org/obo/PR_P0DP23|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1852241
calmodulin-1 (human)|participates_in|Vesicle-mediated transport|http://purl.obolibrary.org/obo/PR_P0DP23|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5653656
Rab43|participates_in|Vesicle-mediated transport|http://www.ncbi.nlm.nih.gov/gene/339122|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5653656
cMyc|causes or contributes to condition|Squamous cell carcinoma|http://www.ncbi.nlm.nih.gov/gene/4609|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002860
AKT1|causes or contributes to condition|Squamous cell carcinoma|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002860
valproic acid|interacts with|cMyc|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/4609
CREB-regulated transcription coactivator 2 (human)|molecularly interacts with|RAC-alpha serine/threonine-protein kinase (human)|http://purl.obolibrary.org/obo/PR_Q53ET0|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P31749
RAC-alpha serine/threonine-protein kinase (human)|has_gene_template|AKT1|http://purl.obolibrary.org/obo/PR_P31749|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/207
AKT2|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
EZH2|causes or contributes to condition|Osteosarcoma|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002669
AKT1|causes or contributes to condition|Osteosarcoma|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002669
FOXM1|causes or contributes to condition|Breast carcinoma|http://www.ncbi.nlm.nih.gov/gene/2305|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003002
AKT2|causes or contributes to condition|Breast carcinoma|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003002
AKT3|participates_in|G1/S Transition|http://www.ncbi.nlm.nih.gov/gene/10000|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-69206
CDK4|participates_in|G1/S Transition|http://www.ncbi.nlm.nih.gov/gene/1019|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-69206
AKT3|participates_in|Regulation of gene expression in beta cells|http://www.ncbi.nlm.nih.gov/gene/10000|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-210745
IR|participates_in|Downstream signaling events of B Cell Receptor (BCR)|http://www.ncbi.nlm.nih.gov/gene/3643|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1168372
K-Ras|participates_in|Downstream signaling events of B Cell Receptor (BCR)|http://www.ncbi.nlm.nih.gov/gene/3845|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1168372
EZH2|causes or contributes to condition|Trigonocephaly|http://www.ncbi.nlm.nih.gov/gene/2146|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0000243
valproic acid|is substance that treats|Trigonocephaly|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0000243
aflatoxin B1|is substance that treats|Hepatocellular carcinoma|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0001402
aflatoxin B1|interacts with|Rasf1a|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/11186
CDK2|participates_in|Cell Cycle|http://www.ncbi.nlm.nih.gov/gene/1017|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1640170
FOXM1|participates_in|Cell Cycle|http://www.ncbi.nlm.nih.gov/gene/2305|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1640170
CDK2|participates_in|Cellular responses to stress|http://www.ncbi.nlm.nih.gov/gene/1017|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2262752
CREB-regulated transcription coactivator 2 (human)|molecularly interacts with|cyclic AMP-responsive element-binding protein 1 (human)|http://purl.obolibrary.org/obo/PR_Q53ET0|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P16220
cyclic AMP-responsive element-binding protein 1 (human)|participates_in|Gene expression (Transcription)|http://purl.obolibrary.org/obo/PR_P16220|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-74160
cMyc|participates_in|Gene expression (Transcription)|http://www.ncbi.nlm.nih.gov/gene/4609|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-74160
CREB-regulated transcription coactivator 2 (human)|has function|protein binding|http://purl.obolibrary.org/obo/PR_Q53ET0|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0005515
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (human)|has function|protein binding|http://purl.obolibrary.org/obo/PR_P48736|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0005515
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (human)|has function|PI3K|http://purl.obolibrary.org/obo/PR_P48736|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0016303
VEGFR-1|causes or contributes to condition|Breast carcinoma|http://www.ncbi.nlm.nih.gov/gene/2321|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003002
VEGFR-1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/2321|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (human)|participates_in|Negative regulation of the PI3K/AKT network|http://purl.obolibrary.org/obo/PR_P42338|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-199418
AKT3|participates_in|Negative regulation of the PI3K/AKT network|http://www.ncbi.nlm.nih.gov/gene/10000|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-199418
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (human)|participates_in|Platelet activation, signaling and aggregation|http://purl.obolibrary.org/obo/PR_P42338|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-76002
AKT2|participates_in|Platelet activation, signaling and aggregation|http://www.ncbi.nlm.nih.gov/gene/208|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-76002
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (human)|participates_in|Insulin receptor signalling cascade|http://purl.obolibrary.org/obo/PR_P42336|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-74751
AKT1|participates_in|Insulin receptor signalling cascade|http://www.ncbi.nlm.nih.gov/gene/207|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-74751
TGFB1R|causes or contributes to condition|Neoplasm of the large intestine|http://www.ncbi.nlm.nih.gov/gene/7046|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100834
valproic acid|interacts with|PGF (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5228
valproic acid|interacts with|VEGFR-1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2321
