,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
14,PIK3R6,0HDD1,cbc4c,801.2222222222183,275.2870370370368,80.0,20.0,#None,Entrez Gene,146850,POINT (801.2222222222183 275.2870370370368)
15,TIAM1,3FHOO,d9337,568.583333333336,213.52777777777686,80.0,20.0,#None,Entrez Gene,7074,POINT (568.583333333336 213.52777777777686)
16,TRIO,BAAWJ,d9337,568.583333333336,193.52777777777686,80.0,20.0,#None,Entrez Gene,7204,POINT (568.583333333336 193.52777777777686)
17,NTRK2,a7084,b05a7,114.74074074074088,176.21296296296336,80.00000000000001,20.0,#None,Entrez Gene,4915,POINT (114.74074074074088 176.21296296296336)
18,MMP8,a9aa3,,408.39814814814696,151.4444444444444,80.0,20.0,#None,Entrez Gene,4317,POINT (408.39814814814696 151.4444444444444)
19,TWIST1,aab3c,eca2b,482.51851851852166,607.1388888888896,80.0,20.0,#None,Entrez Gene,7291,POINT (482.51851851852166 607.1388888888896)
20,PIK3CG,aef75,cbc4c,721.3611111111084,275.65740740740733,80.0,20.0,#None,Entrez Gene,5294,POINT (721.3611111111084 275.65740740740733)
21,ARF1,afff5,,405.62037037037464,209.40740740740802,80.0,20.0,#None,Entrez Gene,375,POINT (405.62037037037464 209.40740740740802)
22,RAC1,b4450,d9337,568.583333333336,233.52777777777686,80.0,20.0,#None,Entrez Gene,5879,POINT (568.583333333336 233.52777777777686)
23,AKT1,b6976,bb7e5,760.1468924823384,414.345328514843,80.0,20.0,#None,Entrez Gene,207,POINT (760.1468924823384 414.345328514843)
24,KIDINS220,c17f2,b05a7,114.74074074074088,196.21296296296336,80.00000000000001,19.999999999999964,#None,Entrez Gene,57498,POINT (114.74074074074088 196.21296296296336)
25,BDNF,c90ae,,728.8981481481472,83.0833333333333,80.0,20.0,#None,Entrez Gene,627,POINT (728.8981481481472 83.0833333333333)
26,F2RL2,d3e83,,648.5833333333359,153.52777777777683,80.0,20.0,#None,Entrez Gene,2151,POINT (648.5833333333359 153.52777777777683)
27,JUN,e0af2,ae9a3,583.3981481481491,665.5185185185178,80.0,20.0,#None,Entrez Gene,3725,POINT (583.3981481481491 665.5185185185178)
28,RHOA,e8cce,,324.37037037037254,365.37962962963127,80.0,20.0,#None,Entrez Gene,387,POINT (324.37037037037254 365.37962962963127)
29,STAT3,eb873,,177.84259259259463,376.6296296296293,80.0,20.0,#None,Entrez Gene,6774,POINT (177.84259259259463 376.6296296296293)
30,CDH11,X2SLR,eca2b,482.51851851852166,587.1388888888896,80.0,20.0,#None,Entrez Gene,1009,POINT (482.51851851852166 587.1388888888896)
31,AKT3,6CGJ6,ffe2b,628.1666666666636,605.3518518518516,80.0,20.0,#None,Entrez Gene,10000,POINT (628.1666666666636 605.3518518518516)
32,AKT1,a7d31,ffe2b,628.1666666666636,565.3518518518521,80.0,20.0,#None,Entrez Gene,207,POINT (628.1666666666636 565.3518518518521)
33,AKT2,DX01K,ffe2b,628.1666666666636,585.3518518518516,80.0,20.0,#None,Entrez Gene,208,POINT (628.1666666666636 585.3518518518516)
34,NGFR,ac6e5,a9913,728.5833333333359,153.5277777777768,80.0,20.0,#None,Entrez Gene,4804,POINT (728.5833333333359 153.5277777777768)
35,NGFR,ddf43,b05a7,114.74074074074088,156.21296296296336,80.0,20.0,#None,Entrez Gene,4804,POINT (114.74074074074088 156.21296296296336)
36,EPHB2,ITZE5,c9763,282.9351851851875,171.25925925925975,80.0,20.0,#None,Entrez Gene,2048,POINT (282.9351851851875 171.25925925925975)
37,EPHB3,43RA6,c9763,282.9351851851875,191.25925925925955,80.0,20.0,#None,Entrez Gene,2049,POINT (282.9351851851875 191.25925925925955)
38,EPHB4,E9QMP,c9763,282.9351851851875,211.2592592592592,80.0,20.0,#None,Entrez Gene,2050,POINT (282.9351851851875 211.2592592592592)
39,EPHB6,a7d59,c9763,282.9351851851875,231.25925925925876,80.0,20.0,#None,Entrez Gene,2051,POINT (282.9351851851875 231.25925925925876)
40,BDNF,c8231,,115.05555555555495,79.19444444444457,80.0,20.0,#None,Entrez Gene,627,POINT (115.05555555555495 79.19444444444457)
41,STAT3,c16c9,,208.6759259259274,576.4444444444442,80.0,20.0,#None,Entrez Gene,6774,POINT (208.6759259259274 576.4444444444442)
42,MMP2,d60fb,dd105,289.9259259259288,604.546296296297,80.0,20.0,#None,Entrez Gene,4313,POINT (289.9259259259288 604.546296296297)
43,TWIST1,MNL71,dd105,289.9259259259288,644.5462962962971,80.0,20.0,#None,Entrez Gene,7291,POINT (289.9259259259288 644.5462962962971)
44,MMP9,d820e,dd105,289.9259259259288,624.5462962962971,80.0,20.0,#None,Entrez Gene,4318,POINT (289.9259259259288 624.5462962962971)
45,RAC1,fe6ba,,569.0925925925952,364.96296296296293,80.0,20.0,#None,Entrez Gene,5879,POINT (569.0925925925952 364.96296296296293)
46,PAK2,c19f9,a5ac1,441.0370370370387,369.3611111111115,80.0,20.0,#None,Entrez Gene,5062,POINT (441.0370370370387 369.3611111111115)
47,PAK3,INR08,a5ac1,441.0370370370387,389.3611111111114,80.0,20.0,#None,Entrez Gene,5063,POINT (441.0370370370387 389.3611111111114)
48,PAK4,GE1UQ,a5ac1,441.0370370370387,409.3611111111114,80.0,20.0,#None,Entrez Gene,10298,POINT (441.0370370370387 409.3611111111114)
49,PAK5,FPR8G,a5ac1,441.03703703703917,429.36111111111137,80.0,20.0,#None,Entrez Gene,57144,POINT (441.03703703703917 429.36111111111137)
50,PAK6,KRL8N,a5ac1,441.0370370370387,449.3611111111113,80.0,20.0,#None,Entrez Gene,56924,POINT (441.0370370370387 449.3611111111113)
51,RAC1,bc132,,310.5740740740779,302.04629629629693,80.0,20.0,#None,Entrez Gene,5879,POINT (310.5740740740779 302.04629629629693)
52,PAK1,b4969,a5ac1,441.0370370370387,349.3611111111115,80.0,20.0,#None,Entrez Gene,5058,POINT (441.0370370370387 349.3611111111115)
53,NGFR,d1f4e,f9775,934.6139491200139,156.47359018334663,80.0,20.0,#None,Entrez Gene,4804,POINT (934.6139491200139 156.47359018334663)
54,proBDNF,e3ba1,,936.0312997672416,78.03703703703702,80.0,20.0,#None,Entrez Gene,627,POINT (936.0312997672416 78.03703703703702)
55,NTRK2,eb6c2,a9913,728.583333333336,173.5277777777768,80.00000000000001,20.0,#None,Entrez Gene,4915,POINT (728.583333333336 173.5277777777768)
56,NTRK2,f1c64,f9775,934.6139491200139,176.47359018334663,80.00000000000001,20.0,#None,Entrez Gene,4915,POINT (934.6139491200139 176.47359018334663)
57,SORT1,a3268,f9775,934.6139491200139,196.4735901833466,80.0,20.0,#None,Entrez Gene,6272,POINT (934.6139491200139 196.4735901833466)
58,NGFR-ICD,e31fb,,934.6911266282829,338.4691800400171,80.0,20.0,#None,Entrez Gene,4804,POINT (934.6911266282829 338.4691800400171)
