,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
69,LFA-1,f5dc3,fe97d,694.9799519029485,197.8588797324649,80.0,20.0,#None,Entrez Gene,3683,POINT (694.9799519029485 197.8588797324649)
70,LFA-1,f11c0,,998.9965961782096,205.27336199185464,80.0,20.0,#None,Entrez Gene,3683,POINT (998.9965961782096 205.27336199185464)
71,LFA-1,b0527,f5459,535.5574917333984,741.6191101266492,80.0,20.0,#None,Entrez Gene,3683,POINT (535.5574917333984 741.6191101266492)
72,LFA-1,f489f,b3419,535.5574917333984,917.167841375425,80.0,20.0,#None,Entrez Gene,3683,POINT (535.5574917333984 917.167841375425)
73,LFA-1,e1861,f54ba,850.5961309262287,895.0125031675444,80.0,20.0,#None,Entrez Gene,3683,POINT (850.5961309262287 895.0125031675444)
74,LFA-1,d4d71,ab3ef,246.09852397607202,943.8530558051376,80.0,20.0,#None,Entrez Gene,3683,POINT (246.09852397607202 943.8530558051376)
75,LFA-1,eeb69,d4c69,850.5961309262287,1044.2315945938517,80.0,20.0,#None,Entrez Gene,3683,POINT (850.5961309262287 1044.2315945938517)
76,FOXP3,f9dad,fcd5a,246.09852397607202,796.7000557686857,80.0,20.0,#None,Entrez Gene,50943,POINT (246.09852397607202 796.7000557686857)
77,TEAD2,f5f0f,cd49a,489.05893677994413,638.3747083042005,80.0,20.0,#None,Entrez Gene,8463,POINT (489.05893677994413 638.3747083042005)
78,TEAD3,f5829,cd49a,569.0589367799441,618.3747083042005,80.0,20.0,#None,Entrez Gene,7005,POINT (569.0589367799441 618.3747083042005)
79,TEAD4,e7b3b,cd49a,569.0589367799441,638.3747083042005,80.0,20.0,#None,Entrez Gene,7004,POINT (569.0589367799441 638.3747083042005)
80,LFA-1,ea0b3,,379.5748444521574,335.9337789079833,80.0,20.0,#None,Entrez Gene,3683,POINT (379.5748444521574 335.9337789079833)
81,MST1,d748d,a0710,236.2077761529358,245.42553911014443,80.0,20.0,#None,Entrez Gene,4485,POINT (236.2077761529358 245.42553911014443)
82,MST2,d6f5a,a0710,236.2077761529358,265.4255391101444,80.0,20.0,#None,Entrez Gene,6788,POINT (236.2077761529358 265.4255391101444)
83,LPL,c6135,a0710,236.2077761529358,225.42553911014443,80.0,20.0,#None,Entrez Gene,4023,POINT (236.2077761529358 225.42553911014443)
84,LFA-1,cee64,,228.0020085144092,129.26801312148365,80.0,20.0,#None,Entrez Gene,3683,POINT (228.0020085144092 129.26801312148365)
85,LFA-1,ac245,,400.43294774092965,129.3232617402682,80.0,20.0,#None,Entrez Gene,3683,POINT (400.43294774092965 129.3232617402682)
86,LFA-1,fa05c,e2397,998.9965961782096,127.54558536571555,80.0,20.0,#None,Entrez Gene,3683,POINT (998.9965961782096 127.54558536571555)
