S|P|O|S_ID|P_ID|O_ID
valproic acid|interacts with|AP2A2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/161
valproic acid|interacts with|GABRP|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2568
GABRB1|participates_in|Neurotransmitter receptors and postsynaptic signal transmission|http://www.ncbi.nlm.nih.gov/gene/2560|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112314
GABRA2|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2555|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRA3|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2556|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRA4|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2557|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRA5|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2558|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRB3|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2562|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRB2|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRB1|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2560|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRA6|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2559|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRQ (human)|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/55879|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
aflatoxin B1|interacts with|GABRA2|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2555
valproic acid|interacts with|GABRA2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2555
valproic acid|interacts with|GABRD|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2563
GABRG3|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2567|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
GABRG2|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2566|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
AP2A2|participates_in|Metabolism|http://www.ncbi.nlm.nih.gov/gene/161|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1430728
aflatoxin B1|participates_in|Metabolism|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1430728
AP2A1|participates_in|Neurotransmitter receptors and postsynaptic signal transmission|http://www.ncbi.nlm.nih.gov/gene/160|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112314
AP2A1|participates_in|Nef Mediated CD8 Down-regulation|http://www.ncbi.nlm.nih.gov/gene/160|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-182218
AP2B1|participates_in|Nef Mediated CD8 Down-regulation|http://www.ncbi.nlm.nih.gov/gene/163|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-182218
AP2A2|participates_in|Nef Mediated CD8 Down-regulation|http://www.ncbi.nlm.nih.gov/gene/161|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-182218
GABRA1|participates_in|GABA receptor activation|http://www.ncbi.nlm.nih.gov/gene/2554|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-977443
aflatoxin B1|interacts with|GABRA1|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2554
GABRA1|causes or contributes to condition|juvenile myoclonic epilepsy|http://www.ncbi.nlm.nih.gov/gene/2554|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0009696
GABRD|causes or contributes to condition|juvenile myoclonic epilepsy|http://www.ncbi.nlm.nih.gov/gene/2563|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0009696
GABRA1|causes or contributes to condition|hepatic coma|http://www.ncbi.nlm.nih.gov/gene/2554|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0001548
GABRG2|causes or contributes to condition|hepatic coma|http://www.ncbi.nlm.nih.gov/gene/2566|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0001548
GABRA1|causes or contributes to condition|Bipolar affective disorder|http://www.ncbi.nlm.nih.gov/gene/2554|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0007302
GABRG1|causes or contributes to condition|Bipolar affective disorder|http://www.ncbi.nlm.nih.gov/gene/2565|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0007302
GABRB1|causes or contributes to condition|hepatic coma|http://www.ncbi.nlm.nih.gov/gene/2560|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0001548
GABRA3|causes or contributes to condition|Bipolar affective disorder|http://www.ncbi.nlm.nih.gov/gene/2556|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0007302
valproic acid|interacts with|GABRG1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2565
AP2A1|participates_in|Metabolism|http://www.ncbi.nlm.nih.gov/gene/160|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1430728
gamma-aminobutyric acid receptor subunit alpha-4 (human)|participates_in|Neurotransmitter receptors and postsynaptic signal transmission|http://purl.obolibrary.org/obo/PR_P48169|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112314
gamma-aminobutyric acid receptor subunit alpha-4 (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit delta (human)|http://purl.obolibrary.org/obo/PR_P48169|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_O14764
gamma-aminobutyric acid receptor subunit delta (human)|has_gene_template|GABRD|http://purl.obolibrary.org/obo/PR_O14764|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/2563
valproic acid|interacts with|GABRA3|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2556
valproic acid|interacts with|GABRB3|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2562
GABRB3|has gene product|gamma-aminobutyric acid receptor subunit beta-3 (human)|http://www.ncbi.nlm.nih.gov/gene/2562|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P28472
gamma-aminobutyric acid receptor subunit beta-3 (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit epsilon (human)|http://purl.obolibrary.org/obo/PR_P28472|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P78334
gamma-aminobutyric acid receptor subunit epsilon (human)|has_gene_template|GABRE|http://purl.obolibrary.org/obo/PR_P78334|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/2564
GABRB3|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/2562|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
GABRD|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/2563|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
GABRB3|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/2562|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
GABRG1|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/2565|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
aflatoxin B1|interacts with|GABRB2|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2561
GABRB2|has gene product|gamma-aminobutyric acid receptor subunit beta-2 (human)|http://www.ncbi.nlm.nih.gov/gene/2561|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P47870
gamma-aminobutyric acid receptor subunit beta-2 (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit delta (human)|http://purl.obolibrary.org/obo/PR_P47870|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_O14764
GABRB2|causes or contributes to condition|Bipolar affective disorder|http://www.ncbi.nlm.nih.gov/gene/2561|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0007302
GABRB2|causes or contributes to condition|neurodevelopmental disorder|http://www.ncbi.nlm.nih.gov/gene/2561|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0700092
GABRB3|causes or contributes to condition|neurodevelopmental disorder|http://www.ncbi.nlm.nih.gov/gene/2562|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0700092
valproic acid|is substance that treats|hepatic coma|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/MONDO_0001548
GABRB1|has gene product|gamma-aminobutyric acid receptor subunit beta-1 (human)|http://www.ncbi.nlm.nih.gov/gene/2560|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P18505
gamma-aminobutyric acid receptor subunit beta-1 (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit epsilon (human)|http://purl.obolibrary.org/obo/PR_P18505|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P78334
GABRB1|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/2560|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
GABRG2|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/2566|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
GABRE|has gene product|gamma-aminobutyric acid receptor subunit epsilon (human)|http://www.ncbi.nlm.nih.gov/gene/2564|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P78334
gamma-aminobutyric acid receptor subunit epsilon (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit theta (human)|http://purl.obolibrary.org/obo/PR_P78334|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_Q9UN88
gamma-aminobutyric acid receptor subunit theta (human)|has_gene_template|GABRQ|http://purl.obolibrary.org/obo/PR_Q9UN88|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/55879
GABRQ (human)|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/55879|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
GABRD|has gene product|gamma-aminobutyric acid receptor subunit delta (human)|http://www.ncbi.nlm.nih.gov/gene/2563|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_O14764
gamma-aminobutyric acid receptor subunit delta (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit epsilon (human)|http://purl.obolibrary.org/obo/PR_O14764|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P78334
valproic acid|interacts with|GABRG3|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2567
GABRG3|has gene product|gamma-aminobutyric acid receptor subunit gamma-3 (human)|http://www.ncbi.nlm.nih.gov/gene/2567|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q99928
gamma-aminobutyric acid receptor subunit gamma-3 (human)|has function|benzodiazepine receptor activity|http://purl.obolibrary.org/obo/PR_Q99928|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0008503
gamma-aminobutyric acid receptor subunit epsilon (human)|has function|benzodiazepine receptor activity|http://purl.obolibrary.org/obo/PR_P78334|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0008503
GABRG2|causes or contributes to condition|Complex febrile seizure|http://www.ncbi.nlm.nih.gov/gene/2566|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0011172
valproic acid|is substance that treats|Complex febrile seizure|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0011172
GABRG2|has gene product|gamma-aminobutyric acid receptor subunit gamma-2 (human)|http://www.ncbi.nlm.nih.gov/gene/2566|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P18507
gamma-aminobutyric acid receptor subunit gamma-2 (human)|has function|benzodiazepine receptor activity|http://purl.obolibrary.org/obo/PR_P18507|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0008503
GABRG2|causes or contributes to condition|generalized epilepsy with febrile seizures plus|http://www.ncbi.nlm.nih.gov/gene/2566|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0018214
GABRD|causes or contributes to condition|generalized epilepsy with febrile seizures plus|http://www.ncbi.nlm.nih.gov/gene/2563|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0018214
valproic acid|interacts with|GABRQ|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/55879
GABRG3|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/2567|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
GABRB1|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/2560|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
GABRA4|has gene product|gamma-aminobutyric acid receptor subunit alpha-4 (human)|http://www.ncbi.nlm.nih.gov/gene/2557|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P48169
gamma-aminobutyric acid receptor subunit alpha-4 (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit pi (human)|http://purl.obolibrary.org/obo/PR_P48169|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_O00591
gamma-aminobutyric acid receptor subunit pi (human)|has_gene_template|GABRP|http://purl.obolibrary.org/obo/PR_O00591|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/2568
gamma-aminobutyric acid receptor subunit alpha-4 (human)|has function|benzodiazepine receptor activity|http://purl.obolibrary.org/obo/PR_P48169|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0008503
GABRA4|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/2557|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
gamma-aminobutyric acid receptor subunit alpha-4 (human)|molecularly interacts with|gamma-aminobutyric acid receptor subunit gamma-1 (human)|http://purl.obolibrary.org/obo/PR_P48169|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_Q8N1C3
gamma-aminobutyric acid receptor subunit gamma-1 (human)|has_gene_template|GABRG1|http://purl.obolibrary.org/obo/PR_Q8N1C3|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/2565
aflatoxin B1|interacts with|GABRA3|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2556
aflatoxin B1|interacts with|GABRA6|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2559
GABRA6|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/2559|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
valproic acid|interacts with|GABRA5|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2558
GABRA5|has gene product|gamma-aminobutyric acid receptor subunit alpha-5 (human)|http://www.ncbi.nlm.nih.gov/gene/2558|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P31644
gamma-aminobutyric acid receptor subunit alpha-5 (human)|has function|benzodiazepine receptor activity|http://purl.obolibrary.org/obo/PR_P31644|http://purl.obolibrary.org/obo/RO_0000085|http://purl.obolibrary.org/obo/GO_0008503
GABRA5|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/2558|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
GABRA5|causes or contributes to condition|Alcoholism|http://www.ncbi.nlm.nih.gov/gene/2558|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030955
PIK3R1|participates_in|Signaling by NTRK1 (TRKA)|http://www.ncbi.nlm.nih.gov/gene/5295|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-187037
AP2A1|participates_in|Signaling by NTRK1 (TRKA)|http://www.ncbi.nlm.nih.gov/gene/160|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-187037
aflatoxin B1|interacts with|PIK3R1|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5295
PIK3CB|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/5291|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
PIK3CG|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/5294|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
PIK3CB|participates_in|Regulation of signaling by CBL|http://www.ncbi.nlm.nih.gov/gene/5291|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912631
PIK3R3|participates_in|Regulation of signaling by CBL|http://www.ncbi.nlm.nih.gov/gene/8503|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912631
PIK3CB|participates_in|Tie2 Signaling|http://www.ncbi.nlm.nih.gov/gene/5291|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-210993
PIK3R2|participates_in|Tie2 Signaling|http://www.ncbi.nlm.nih.gov/gene/5296|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-210993
PIK3R1|participates_in|Tie2 Signaling|http://www.ncbi.nlm.nih.gov/gene/5295|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-210993
PIK3CB|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/5291|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
AP2A2|participates_in|Signaling by NTRK1 (TRKA)|http://www.ncbi.nlm.nih.gov/gene/161|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-187037
valproic acid|is substance that treats|Schizophrenia|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0100753
PIK3CB|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/5291|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
gamma-aminobutyric acid receptor subunit gamma-3 (human)|participates_in|Signal Transduction|http://purl.obolibrary.org/obo/PR_Q99928|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
gamma-aminobutyric acid receptor subunit gamma-3 (human)|has_gene_template|GABRG3|http://purl.obolibrary.org/obo/PR_Q99928|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/2567
gamma-aminobutyric acid receptor subunit gamma-2 (human)|participates_in|Signal Transduction|http://purl.obolibrary.org/obo/PR_P18507|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
gamma-aminobutyric acid receptor subunit gamma-2 (human)|has_gene_template|GABRG2|http://purl.obolibrary.org/obo/PR_P18507|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/2566
gamma-aminobutyric acid receptor subunit beta-2 (human)|participates_in|Signal Transduction|http://purl.obolibrary.org/obo/PR_P47870|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
gamma-aminobutyric acid receptor subunit beta-2 (human)|has_gene_template|GABRB2|http://purl.obolibrary.org/obo/PR_P47870|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/2561
PIK3CB|participates_in|Metabolism|http://www.ncbi.nlm.nih.gov/gene/5291|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1430728
AP2B1|participates_in|Signaling by NTRK1 (TRKA)|http://www.ncbi.nlm.nih.gov/gene/163|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-187037
valproic acid|interacts with|PIK3R2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5296
valproic acid|interacts with|GABRA1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2554
