S|P|O|S_ID|P_ID|O_ID
IL2RB|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/3560|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
CNTFR (human)|participates_in|IL-6-type cytokine receptor ligand interactions|http://www.ncbi.nlm.nih.gov/gene/1271|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6788467
IL12RB2 (human)|participates_in|IL-6-type cytokine receptor ligand interactions|http://www.ncbi.nlm.nih.gov/gene/3595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6788467
IL6R (human)|participates_in|MAPK1 (ERK2) activation|http://www.ncbi.nlm.nih.gov/gene/3570|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112411
IL11RA (human)|participates_in|IL-6-type cytokine receptor ligand interactions|http://www.ncbi.nlm.nih.gov/gene/3590|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6788467
CTF1 (human)|participates_in|IL-6-type cytokine receptor ligand interactions|http://www.ncbi.nlm.nih.gov/gene/1489|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6788467
IFNAR1|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/3454|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
JAK1 (human)|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
TYK2 (human)|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/7297|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
IFNAR2|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/3455|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
IFNGR1|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3459|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
JAK1 (human)|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
IL2RB|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3560|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
JAK1 (human)|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
IL27RA (human)|participates_in|IL-6-type cytokine receptor ligand interactions|http://www.ncbi.nlm.nih.gov/gene/9466|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6788467
OSMR|participates_in|IL-6-type cytokine receptor ligand interactions|http://www.ncbi.nlm.nih.gov/gene/9180|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6788467
IFNGR2|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3460|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
JAK2|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
IL2RA|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3559|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
CSF2RA|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/1438|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
JAK2|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
MPL|participates_in|Platelet activation, signaling and aggregation|http://www.ncbi.nlm.nih.gov/gene/4352|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-76002
JAK2|participates_in|Platelet activation, signaling and aggregation|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-76002
MPL|has gene product|thrombopoietin receptor (human)|http://www.ncbi.nlm.nih.gov/gene/4352|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P40238
thrombopoietin receptor (human)|molecularly interacts with|non-receptor tyrosine-protein kinase TYK2 (human)|http://purl.obolibrary.org/obo/PR_P40238|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P29597
non-receptor tyrosine-protein kinase TYK2 (human)|has_gene_template|TYK2|http://purl.obolibrary.org/obo/PR_P29597|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/7297
GHR|participates_in|Prolactin receptor signaling|http://www.ncbi.nlm.nih.gov/gene/2690|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1170546
JAK2|participates_in|Prolactin receptor signaling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1170546
GHR|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/2690|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
TYK2 (human)|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/7297|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
CSF3R|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/1441|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
JAK2|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
TYK2 (human)|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/7297|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
CSF2RB|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/1439|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
IL5RA (human)|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3568|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
JAK3|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3718|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
IL7R|causes or contributes to condition|Severe combined immunodeficiency|http://www.ncbi.nlm.nih.gov/gene/3575|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0004430
IL7R|participates_in|Interleukin-7 signaling|http://www.ncbi.nlm.nih.gov/gene/3575|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266695
IL2RG|participates_in|Interleukin-7 signaling|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266695
JAK3|participates_in|Interleukin-7 signaling|http://www.ncbi.nlm.nih.gov/gene/3718|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266695
JAK1 (human)|participates_in|Interleukin-7 signaling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266695
NM_000206.3(IL2RG):c.43C>T (p.Gln15Ter)|causally influences|IL2RG|https://www.ncbi.nlm.nih.gov/snp/rs1057517747|http://purl.obolibrary.org/obo/RO_0002566|http://www.ncbi.nlm.nih.gov/gene/3561
NM_000206.3(IL2RG):c.43C>T (p.Gln15Ter)|causes or contributes to condition|Severe combined immunodeficiency|https://www.ncbi.nlm.nih.gov/snp/rs1057517747|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0004430
IL2RG|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
IL2RG|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
IL2RA|causes or contributes to condition|oligoarticular juvenile idiopathic arthritis|http://www.ncbi.nlm.nih.gov/gene/3559|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0019433
IL2RB|causes or contributes to condition|oligoarticular juvenile idiopathic arthritis|http://www.ncbi.nlm.nih.gov/gene/3560|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0019433
PIAS3|causes or contributes to condition|Cervical polyp|http://www.ncbi.nlm.nih.gov/gene/10401|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030159
STAT3|causes or contributes to condition|Cervical polyp|http://www.ncbi.nlm.nih.gov/gene/6774|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030159
PDGFRB|participates_in|SOS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/5159|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112412
JAK1 (human)|participates_in|SOS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112412
PDGFRB|causes or contributes to condition|Calcinosis|http://www.ncbi.nlm.nih.gov/gene/5159|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003761
JAK2|causes or contributes to condition|Calcinosis|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003761
PDGFRB|participates_in|PI3K/AKT activation|http://www.ncbi.nlm.nih.gov/gene/5159|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-198203
SRC|participates_in|PI3K/AKT activation|http://www.ncbi.nlm.nih.gov/gene/6714|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-198203
PDGFRA|participates_in|PI3K/AKT activation|http://www.ncbi.nlm.nih.gov/gene/5156|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-198203
PDGFRA|participates_in|SOS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/5156|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112412
JAK2|participates_in|SOS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112412
AGTR1|causes or contributes to condition|Spontaneous abortion|http://www.ncbi.nlm.nih.gov/gene/185|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0005268
JAK2|causes or contributes to condition|Spontaneous abortion|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0005268
AGTR1|participates_in|Peptide ligand-binding receptors|http://www.ncbi.nlm.nih.gov/gene/185|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-375276
F2RL3|participates_in|Peptide ligand-binding receptors|http://www.ncbi.nlm.nih.gov/gene/9002|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-375276
EGFR|causes or contributes to condition|Cervix cancer|http://www.ncbi.nlm.nih.gov/gene/1956|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030079
JAK2|causes or contributes to condition|Cervix cancer|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030079
F2RL2|participates_in|Peptide ligand-binding receptors|http://www.ncbi.nlm.nih.gov/gene/2151|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-375276
F2R|participates_in|Peptide ligand-binding receptors|http://www.ncbi.nlm.nih.gov/gene/2149|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-375276
F2RL3|participates_in|Thrombin signalling through proteinase activated receptors (PARs)|http://www.ncbi.nlm.nih.gov/gene/9002|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-456926
F2RL2|participates_in|Thrombin signalling through proteinase activated receptors (PARs)|http://www.ncbi.nlm.nih.gov/gene/2151|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-456926
AGTR2|participates_in|Peptide ligand-binding receptors|http://www.ncbi.nlm.nih.gov/gene/186|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-375276
F2R|participates_in|Thrombin signalling through proteinase activated receptors (PARs)|http://www.ncbi.nlm.nih.gov/gene/2149|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-456926
F2RL2|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK|http://www.ncbi.nlm.nih.gov/gene/2151|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-881907
JAK2|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-881907
AGTR2|participates_in|GPCR downstream signalling|http://www.ncbi.nlm.nih.gov/gene/186|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-388396
JAK2|participates_in|GPCR downstream signalling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-388396
F2R|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK|http://www.ncbi.nlm.nih.gov/gene/2149|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-881907
TRIM28|causes or contributes to condition|Type IV atherosclerotic lesion|http://www.ncbi.nlm.nih.gov/gene/10155|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002635
STAT3|causes or contributes to condition|Type IV atherosclerotic lesion|http://www.ncbi.nlm.nih.gov/gene/6774|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002635
EGFR|participates_in|SOS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/1956|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112412
F2RL3|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK|http://www.ncbi.nlm.nih.gov/gene/9002|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-881907
EGFR|causes or contributes to condition|autosomal recessive polycystic kidney disease|http://www.ncbi.nlm.nih.gov/gene/1956|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0009889
SRC|causes or contributes to condition|autosomal recessive polycystic kidney disease|http://www.ncbi.nlm.nih.gov/gene/6714|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0009889
IFNLR1|causes or contributes to condition|Palmoplantar pustulosis|http://www.ncbi.nlm.nih.gov/gene/163702|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100847
TYK2 (human)|causes or contributes to condition|Palmoplantar pustulosis|http://www.ncbi.nlm.nih.gov/gene/7297|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100847
IL10RA|participates_in|Interleukin-10 signaling|http://www.ncbi.nlm.nih.gov/gene/3587|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783783
JAK1 (human)|participates_in|Interleukin-10 signaling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783783
IL10RA|causes or contributes to condition|Ulcerative colitis|http://www.ncbi.nlm.nih.gov/gene/3587|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100279
JAK2|causes or contributes to condition|Ulcerative colitis|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100279
TYK2 (human)|participates_in|Interleukin-10 signaling|http://www.ncbi.nlm.nih.gov/gene/7297|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783783
IL10RB|participates_in|Interleukin-10 signaling|http://www.ncbi.nlm.nih.gov/gene/3588|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783783
IL10RB|causes or contributes to condition|Ulcerative colitis|http://www.ncbi.nlm.nih.gov/gene/3588|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100279
IL10RB|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/3588|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
IFNLR1|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/163702|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
IL10RB|participates_in|Interleukin-20 family signaling|http://www.ncbi.nlm.nih.gov/gene/3588|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8854691
IL22RA1|participates_in|Interleukin-20 family signaling|http://www.ncbi.nlm.nih.gov/gene/58985|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8854691
IFNGR2|participates_in|Interferon Signaling|http://www.ncbi.nlm.nih.gov/gene/3460|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-913531
IL20RB|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/53833|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
IL20RB|participates_in|Interleukin-20 family signaling|http://www.ncbi.nlm.nih.gov/gene/53833|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8854691
IL20RA|participates_in|Interleukin-20 family signaling|http://www.ncbi.nlm.nih.gov/gene/53832|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-8854691
IL20RA|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/53832|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
IL20RA|causes or contributes to condition|Spontaneous abortion|http://www.ncbi.nlm.nih.gov/gene/53832|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0005268
IL22RA1|participates_in|Signaling by Interleukins|http://www.ncbi.nlm.nih.gov/gene/58985|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-449147
IL3RA|participates_in|G beta:gamma signalling through PI3Kgamma|http://www.ncbi.nlm.nih.gov/gene/3563|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392451
CSF2RB|participates_in|Defective CSF2RB causes SMDP5|http://www.ncbi.nlm.nih.gov/gene/1439|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5688849
CSF2RA|participates_in|Defective CSF2RB causes SMDP5|http://www.ncbi.nlm.nih.gov/gene/1438|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5688849
MAPK1|participates_in|Activation of the AP-1 family of transcription factors|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-450341
MAPK8|participates_in|Activation of the AP-1 family of transcription factors|http://www.ncbi.nlm.nih.gov/gene/5599|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-450341
MAPK1|participates_in|ERKs are inactivated|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-202670
MAPK7|participates_in|ERKs are inactivated|http://www.ncbi.nlm.nih.gov/gene/5598|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-202670
MAPK1|participates_in|MAPK family signaling cascades|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5683057
MAPK6|participates_in|MAPK family signaling cascades|http://www.ncbi.nlm.nih.gov/gene/5597|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5683057
MAPK1|participates_in|Negative feedback regulation of MAPK pathway|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5674499
MAPK3|participates_in|Negative feedback regulation of MAPK pathway|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5674499
MAPK11|participates_in|Activation of the AP-1 family of transcription factors|http://www.ncbi.nlm.nih.gov/gene/5600|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-450341
MAPK10|participates_in|Activation of the AP-1 family of transcription factors|http://www.ncbi.nlm.nih.gov/gene/5602|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-450341
MAPK1|participates_in|Signalling to RAS|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-167044
MAPK13|participates_in|Signalling to RAS|http://www.ncbi.nlm.nih.gov/gene/5603|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-167044
MAPK4 (human)|participates_in|MAPK family signaling cascades|http://www.ncbi.nlm.nih.gov/gene/5596|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-5683057
cadmium dichloride|interacts with|MAPK14|http://purl.obolibrary.org/obo/CHEBI_35456|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1432
cadmium dichloride|is substance that treats|Bladder neoplasm|http://purl.obolibrary.org/obo/CHEBI_35456|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0009725
MAPK15|causes or contributes to condition|Bladder neoplasm|http://www.ncbi.nlm.nih.gov/gene/225689|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0009725
MAPK14|participates_in|Activation of the AP-1 family of transcription factors|http://www.ncbi.nlm.nih.gov/gene/1432|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-450341
AKT1S1|has gene product|proline-rich AKT1 substrate 1 (human)|http://www.ncbi.nlm.nih.gov/gene/84335|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q96B36
proline-rich AKT1 substrate 1 (human)|molecularly interacts with|DEP domain-containing mTOR-interacting protein (human)|http://purl.obolibrary.org/obo/PR_Q96B36|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_Q8TB45
DEP domain-containing mTOR-interacting protein (human)|has_gene_template|DEPTOR|http://purl.obolibrary.org/obo/PR_Q8TB45|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/64798
MAPK14|participates_in|Activation of PPARGC1A (PGC-1alpha) by phosphorylation|http://www.ncbi.nlm.nih.gov/gene/1432|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2151209
MAPK12|participates_in|Activation of PPARGC1A (PGC-1alpha) by phosphorylation|http://www.ncbi.nlm.nih.gov/gene/6300|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-2151209
