S|P|O
DYNC2H1|causes or contributes to condition|Jeune syndrome
IFT140|causes or contributes to condition|Jeune syndrome
DYNC2H1|participates_in|Organelle biogenesis and maintenance
IFT22|participates_in|Organelle biogenesis and maintenance
DYNC2H1|subClassOf|protein_coding_gene
DYNC2H1|causes or contributes to condition|Polydactyly
IFT27|causes or contributes to condition|Polydactyly
DYNC2LI1|causes or contributes to condition|short rib-polydactyly syndrome
DYNC2H1|participates_in|Cilium Assembly
IFT81 (human)|participates_in|Cilium Assembly
DYNC2H1|causes or contributes to condition|short rib-polydactyly syndrome
DYNC2H1|participates_in|Intraflagellar transport
DYNLL2|participates_in|Intraflagellar transport
DYNC2LI1|participates_in|Intraflagellar transport
DYNC2LI1|subClassOf|protein_coding_gene
WDR34|participates_in|Intraflagellar transport
HSPB11|participates_in|Intraflagellar transport
WDR34|causes or contributes to condition|Jeune syndrome
WDR34|participates_in|Cilium Assembly
WDR34|subClassOf|gene
IFT27|subClassOf|gene
IFT43|subClassOf|gene
DYNLL2|participates_in|Organelle biogenesis and maintenance
DYNLL2|participates_in|Macroautophagy
DYNLL1|participates_in|Macroautophagy
DYNLL2|participates_in|Cilium Assembly
DYNLL2|participates_in|COPI-mediated anterograde transport
DYNC1H1|participates_in|COPI-mediated anterograde transport
DYNLL2|participates_in|Golgi-to-ER retrograde transport
DYNC1I2|participates_in|Golgi-to-ER retrograde transport
DYNLL2|participates_in|ER to Golgi Anterograde Transport
DYNC1I1|participates_in|ER to Golgi Anterograde Transport
DYNLL2|participates_in|COPI-independent Golgi-to-ER retrograde traffic
DYNLT1|participates_in|Immune System
DYNLL1|participates_in|Immune System
DYNLT1|participates_in|Innate Immune System
DYNC1H1|participates_in|Innate Immune System
DYNC1I2|participates_in|Immune System
DYNC2LI1|causes or contributes to condition|Jeune syndrome
WDR60|causes or contributes to condition|Jeune syndrome
DYNC2LI1|participates_in|Cilium Assembly
WDR60|participates_in|Cilium Assembly
IFT140|participates_in|Cilium Assembly
WDR60|participates_in|Organelle biogenesis and maintenance
WDR60|participates_in|Intraflagellar transport
WDR60|subClassOf|protein_coding_gene
