S|P|O|S_ID|P_ID|O_ID
estrone|is substance that treats|Microprolactinoma|http://purl.obolibrary.org/obo/CHEBI_17263|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0012341
estrone sulphate|has functional parent|estrone|http://purl.obolibrary.org/obo/CHEBI_17474|http://purl.obolibrary.org/obo/chebi#has_functional_parent|http://purl.obolibrary.org/obo/CHEBI_17263
SULT1E1|participates_in|Cytosolic sulfonation of small molecules|http://www.ncbi.nlm.nih.gov/gene/6783|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-156584
DHEA-S|participates_in|Cytosolic sulfonation of small molecules|http://purl.obolibrary.org/obo/CHEBI_16814|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-156584
estradiol 3-sulphate|participates_in|Cytosolic sulfonation of small molecules|http://purl.obolibrary.org/obo/CHEBI_4866|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-156584
SULT1E1|has gene product|sulfotransferase 1E1 (human)|http://www.ncbi.nlm.nih.gov/gene/6783|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P49888
sulfotransferase 1E1 (human)|molecularly interacts with|PAP|http://purl.obolibrary.org/obo/PR_P49888|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/CHEBI_58343
sulfotransferase 1E1 (human)|molecularly interacts with|PAPS(4-)|http://purl.obolibrary.org/obo/PR_P49888|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/CHEBI_58339
DHEA-S|has functional parent|DHEA|http://purl.obolibrary.org/obo/CHEBI_16814|http://purl.obolibrary.org/obo/chebi#has_functional_parent|http://purl.obolibrary.org/obo/CHEBI_28689
DHEA|participates_in|Androgen biosynthesis|http://purl.obolibrary.org/obo/CHEBI_28689|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193048
Androstenedione|participates_in|Androgen biosynthesis|http://purl.obolibrary.org/obo/CHEBI_16422|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193048
sulfotransferase 1E1 (human)|molecularly interacts with|estrone 3-sulfate(1-)|http://purl.obolibrary.org/obo/PR_P49888|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/CHEBI_60050
estrone 3-sulfate(1-)|is conjugate base of|estrone sulphate|http://purl.obolibrary.org/obo/CHEBI_60050|http://purl.obolibrary.org/obo/chebi#is_conjugate_base_of|http://purl.obolibrary.org/obo/CHEBI_17474
HSD17B2|has gene product|17-beta-hydroxysteroid dehydrogenase type 2 (human)|http://www.ncbi.nlm.nih.gov/gene/3294|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P37059
17-beta-hydroxysteroid dehydrogenase type 2 (human)|molecularly interacts with|NADH dianion|http://purl.obolibrary.org/obo/PR_P37059|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/CHEBI_57945
HSD17B3|participates_in|Androgen biosynthesis|http://www.ncbi.nlm.nih.gov/gene/3293|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193048
testosterone|participates_in|Androgen biosynthesis|http://purl.obolibrary.org/obo/CHEBI_17347|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193048
NADPH(4-)|participates_in|Androgen biosynthesis|http://purl.obolibrary.org/obo/CHEBI_57783|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193048
NADP(3-)|participates_in|Androgen biosynthesis|http://purl.obolibrary.org/obo/CHEBI_58349|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193048
17-beta-hydroxysteroid dehydrogenase 14 (human)|molecularly interacts with|NAD anion|http://purl.obolibrary.org/obo/PR_Q9BPX1|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/CHEBI_57540
17-beta-hydroxysteroid dehydrogenase 14 (human)|molecularly interacts with|estrone|http://purl.obolibrary.org/obo/PR_Q9BPX1|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/CHEBI_17263
HSD3B1|participates_in|Androgen biosynthesis|http://www.ncbi.nlm.nih.gov/gene/3283|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193048
Androstenedione|participates_in|Estrogen biosynthesis|http://purl.obolibrary.org/obo/CHEBI_16422|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193144
testosterone|participates_in|Estrogen biosynthesis|http://purl.obolibrary.org/obo/CHEBI_17347|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-193144
SLCO1B1|participates_in|Transport of organic anions|http://www.ncbi.nlm.nih.gov/gene/10599|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
estrone sulphate|participates_in|Transport of organic anions|http://purl.obolibrary.org/obo/CHEBI_17474|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
DHEA-S|participates_in|Transport of organic anions|http://purl.obolibrary.org/obo/CHEBI_16814|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
SLCO1A2|participates_in|Transport of organic anions|http://www.ncbi.nlm.nih.gov/gene/6579|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
SLCO1B1|causes or contributes to condition|Rotor syndrome|http://www.ncbi.nlm.nih.gov/gene/10599|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0009379
SLCO1B3|causes or contributes to condition|Rotor syndrome|http://www.ncbi.nlm.nih.gov/gene/28234|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0009379
SLCO2B1|participates_in|Transport of organic anions|http://www.ncbi.nlm.nih.gov/gene/11309|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
SLCO4A1|participates_in|Transport of organic anions|http://www.ncbi.nlm.nih.gov/gene/28231|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
SLCO4C1|participates_in|Transport of organic anions|http://www.ncbi.nlm.nih.gov/gene/353189|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
SLCO1B3|participates_in|Transport of organic anions|http://www.ncbi.nlm.nih.gov/gene/28234|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-879518
