,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
18,HRAS,NVWCR,cb6c2,307.5,265.0,53.0,20.0,#None,Entrez Gene,3265,POINT (307.5 265)
19,SYNGAP1,XDXQQ,c2964,187.0,214.0,63.0,20.0,#None,Entrez Gene,8831,POINT (187 214)
20,MTOR,a70b4,ab605,295.5,751.0,52.0,20.0,#None,Entrez Gene,2475,POINT (295.5 751)
21,GSK3B,aab69,,250.0,548.0,56.0,25.0,#None,Ensembl,ENSG00000082701,POINT (250 548)
22,MAPK3,ab418,b94da,307.5,428.0,59.0,20.0,#None,Entrez Gene,5595,POINT (307.5 428)
23,HOMER1,ab980,ea0e4,516.0,151.0,63.0,20.0,#None,Entrez Gene,9456,POINT (516 151)
24,KRAS,ad1ed,cb6c2,307.5,285.0,53.0,20.0,#None,Entrez Gene,3845,POINT (307.5 285)
25,rapamycin,b05fb,,431.0,751.0,78.0,25.0,#0000ff,ChEBI,CHEBI:9168,POINT (431 751)
26,NTRK2,b2bd9,,375.0,160.00000000000003,58.0,20.0,#None,Entrez Gene,4915,POINT (375 160.00000000000003)
27,RPS6KB1,b4599,,295.5,877.0,65.0,20.0,#None,Entrez Gene,6198,POINT (295.5 877)
28,EIF4EBP1,bdd8b,,395.0,878.0,64.0,20.0,#None,Ensembl,ENSG00000187840,POINT (395 878)
29,Ca 2+,be254,,689.0,85.0,51.0,25.0,#0000ff,ChEBI,CHEBI:29108,POINT (689 85)
30,GRIN3B,c2104,c2964,202.5,160.0,65.0,20.0,#None,Entrez Gene,116444,POINT (202.5 160)
31,GTP,c819e,ddf31,296.0,644.0,52.0,20.0,#0000ff,ChEBI,CHEBI:15996,POINT (296 644)
32,NF1,c964a,,166.0,285.0,54.0,20.0,#None,Entrez Gene,4763,POINT (166 285)
33,UBE3A,c9820,,796.5,278.0,57.0,20.0,#None,Entrez Gene,7337,POINT (796.5 278)
34,BDNF,ce43d,,375.0,94.66666666666667,57.0,20.0,#None,Entrez Gene,627,POINT (375 94.66666666666667)
35,PTEN,ced0f,,526.0,349.0,60.0,20.0,#None,Entrez Gene,5728,POINT (526 349)
36,AKT1,d4f64,b0ad4,436.5,408.0,49.0,20.0,#None,Entrez Gene,207,POINT (436.5 408)
37,TSC1,d5723,f56c4,381.5,538.0,54.0,20.0,#None,Entrez Gene,7248,POINT (381.5 538)
38,NRAS,d68bd,cb6c2,307.5,305.0,53.0,20.0,#None,Entrez Gene,4893,POINT (307.5 305)
39,GRIN3A,d7e9a,c2964,202.5,140.0,65.0,20.0,#None,Entrez Gene,116443,POINT (202.5 140)
40,RHEB,db4f4,a50aa,456.0,660.0,56.0,20.0,#None,Entrez Gene,6009,POINT (456 660)
41,ARC,dc767,,870.6666666666666,160.66666666666663,48.0,20.0,#None,Entrez Gene,23237,POINT (870.6666666666666 160.66666666666663)
42,CACNA1C,e13cd,,689.0,161.0,80.0,20.0,#None,Entrez Gene,775,POINT (689 161)
43,CAMK2B,e5524,a7f26,689.0,283.66666666666674,61.0,20.0,#None,Entrez Gene,816,POINT (689 283.66666666666674)
44,MAPK1,ec98f,b94da,307.5,408.0,59.0,20.0,#None,Entrez Gene,5594,POINT (307.5 408)
45,GRIN2C,f019f,c2964,137.5,174.0,65.0,20.0,#None,Entrez Gene,2905,POINT (137.5 174)
46,TSC2,f18f0,f56c4,381.5,558.0,54.0,20.0,#None,Entrez Gene,7249,POINT (381.5 558)
47,AKT3,f7843,b0ad4,436.5,448.0,49.0,20.0,#None,Entrez Gene,10000,POINT (436.5 448)
48,GDP,fbc7d,a50aa,506.0,649.0,50.0,20.0,#0000ff,ChEBI,CHEBI:17552,POINT (506 649)
49,RPTOR,fdb59,ab605,320.0,731.0,58.0,20.0,#None,Entrez Gene,57521,POINT (320 731)
50,SHANK3,0UT9F,ea0e4,516.0,171.0,63.0,20.0,#None,Ensembl,ENSG00000251322,POINT (516 171)
51,PIK3R2,U11IU,ced76,467.5,281.0,55.0,20.0,#None,Ensembl,ENSG00000105647,POINT (467.5 281)
52,PIK3R1,I89X4,ced76,467.5,261.0,55.0,20.0,#None,Ensembl,ENSG00000145675,POINT (467.5 261)
53,RHEB,adeb3,ddf31,320.0,665.0,56.0,20.0,#None,Entrez Gene,6009,POINT (320 665)
54,Ca 2+,aa24f,,689.0,213.6666666666667,51.0,25.0,#0000ff,ChEBI,CHEBI:29108,POINT (689 213.6666666666667)
55,CAMK4,f2380,a7f26,689.0,303.66666666666674,61.0,20.0,#None,Ensembl,ENSG00000152495,POINT (689 303.66666666666674)
