S|P|O|S_ID|P_ID|O_ID
Ras-related protein Rab-25 (human)|molecularly interacts with|Ras-related protein Rab-1A (human)|http://purl.obolibrary.org/obo/PR_P57735|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P62820
Ras-related protein Rab-1A (human)|molecularly interacts with|prenylated Rab acceptor protein 1 (human)|http://purl.obolibrary.org/obo/PR_P62820|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_Q9UI14
RABAC1|has gene product|prenylated Rab acceptor protein 1 (human)|http://www.ncbi.nlm.nih.gov/gene/10567|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q9UI14
prenylated Rab acceptor protein 1 (human)|molecularly interacts with|Ras-related protein Rab-7a (human)|http://purl.obolibrary.org/obo/PR_Q9UI14|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P51149
Ras-related protein Rab-7a (human)|has_gene_template|RAB7A|http://purl.obolibrary.org/obo/PR_P51149|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/7879
NDRG1|causes or contributes to condition|Prostate cancer|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012125
RAB4B|causes or contributes to condition|Prostate cancer|http://www.ncbi.nlm.nih.gov/gene/53916|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012125
valproic acid|interacts with|GDAP1 (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/54332
valproic acid|interacts with|mitofusin-2 (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://purl.obolibrary.org/obo/PR_O95140
mitofusin-2 (human)|has_gene_template|MFN2|http://purl.obolibrary.org/obo/PR_O95140|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/9927
NDRG1|causes or contributes to condition|Charcot-Marie-Tooth disease type 4D|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0011085
NM_024577.4(SH3TC2):c.3511C>T|causes or contributes to condition|Charcot-Marie-Tooth disease type 4D|https://www.ncbi.nlm.nih.gov/snp/rs759785462|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0011085
NM_024577.4(SH3TC2):c.3511C>T|causally influences|SH3TC2|https://www.ncbi.nlm.nih.gov/snp/rs759785462|http://purl.obolibrary.org/obo/RO_0002566|http://www.ncbi.nlm.nih.gov/gene/79628
RAB11A|causes or contributes to condition|Intellectual disability|http://www.ncbi.nlm.nih.gov/gene/8766|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0001249
RAB3A|participates_in|Metabolism of proteins|http://www.ncbi.nlm.nih.gov/gene/5864|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392499
RAB3B|participates_in|Metabolism of proteins|http://www.ncbi.nlm.nih.gov/gene/5865|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392499
spectrin beta chain, non-erythrocytic 4 (human)|participates_in|Metabolism of proteins|http://purl.obolibrary.org/obo/PR_Q9H254|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392499
spectrin beta chain, non-erythrocytic 4 (human)|participates_in|transmission of nerve impulse|http://purl.obolibrary.org/obo/PR_Q9H254|http://purl.obolibrary.org/obo/RO_0000056|http://purl.obolibrary.org/obo/GO_0019226
SBF2|has gene product|myotubularin-related protein 13 (human)|http://www.ncbi.nlm.nih.gov/gene/81846|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_Q86WG5
myotubularin-related protein 13 (human)|participates_in|Metabolism of lipids|http://purl.obolibrary.org/obo/PR_Q86WG5|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-556833
MTMR2|participates_in|Metabolism of lipids|http://www.ncbi.nlm.nih.gov/gene/8898|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-556833
valproic acid|interacts with|SBF2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/81846
valproic acid|interacts with|LITAF|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/9516
aflatoxin B1|interacts with|MTMR2|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/8898
aflatoxin B1|interacts with|LITAF|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/9516
HSPB1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/3315|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
FGD4 (human)|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/121512|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
valproic acid|interacts with|FIG4|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/9896
glioblastoma|has phenotype|Intellectual disability|http://purl.obolibrary.org/obo/MONDO_0018177|http://purl.obolibrary.org/obo/RO_0002200|http://purl.obolibrary.org/obo/HP_0001249
NDRG1|causes or contributes to condition|glioblastoma|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/MONDO_0018177
RAB11A|participates_in|Translocation of SLC2A4 (GLUT4) to the plasma membrane|http://www.ncbi.nlm.nih.gov/gene/8766|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1445148
RAB4A|participates_in|Translocation of SLC2A4 (GLUT4) to the plasma membrane|http://www.ncbi.nlm.nih.gov/gene/5867|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1445148
Charcot-Marie-Tooth disease type 4C|disease has basis in dysfunction of|SH3TC2|http://purl.obolibrary.org/obo/MONDO_0011113|http://purl.obolibrary.org/obo/RO_0004020|http://www.ncbi.nlm.nih.gov/gene/79628
RAB11A|participates_in|Metabolism of proteins|http://www.ncbi.nlm.nih.gov/gene/8766|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-392499
NDRG1|causes or contributes to condition|Neoplasm of the liver|http://www.ncbi.nlm.nih.gov/gene/10397|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002896
aflatoxin B1|is substance that treats|Neoplasm of the liver|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002606|http://purl.obolibrary.org/obo/HP_0002896
