S|P|O
MAP2K1|participates_in|Developmental Biology
Smad3|participates_in|Developmental Biology
SMAD2 (human)|participates_in|Developmental Biology
MAP2K1|participates_in|Signaling by EGFR
MAPK1|participates_in|Signaling by EGFR
MAP2K1|participates_in|Toll-like Receptor Cascades
MAPK3 (human)|participates_in|Toll-like Receptor Cascades
fatty acid|molecularly interacts with|microtubule
fatty acid|participates_in|Golgi-to-ER retrograde transport
KIF5B|participates_in|Golgi-to-ER retrograde transport
TGFB1|causes or contributes to condition|Emphysema
Smad3|causes or contributes to condition|Emphysema
TGFB1|participates_in|Diseases of signal transduction by growth factor receptors and second messengers
SMAD2 (human)|participates_in|Diseases of signal transduction by growth factor receptors and second messengers
TGFB1|causes or contributes to condition|Ureteral obstruction
TGFB2|causes or contributes to condition|Ureteral obstruction
TGFB2|causes or contributes to condition|Loeys-Dietz syndrome
Smad3|causes or contributes to condition|Loeys-Dietz syndrome
SMAD2 (human)|causes or contributes to condition|Loeys-Dietz syndrome
Intermediate filament|subClassOf|polymeric cytoskeletal fiber
valproic acid|molecularly interacts with|polymeric cytoskeletal fiber
valproic acid|interacts with|PLEC
PLEC|subClassOf|protein_coding_gene
SYNE3|subClassOf|protein_coding_gene
SOS2|participates_in|Axon guidance
NRAS|participates_in|Axon guidance
KRAS|participates_in|Axon guidance
SOS2|participates_in|NRAGE signals death through JNK
SOS1|participates_in|NRAGE signals death through JNK
NRAS|participates_in|Signaling by EGFR
MAP2K2|participates_in|Signaling by EGFR
NRAS|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK
MAP2K1|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK
NRAS|participates_in|Signaling by FGFR3 point mutants in cancer
KRAS|participates_in|Signaling by FGFR3 point mutants in cancer
KRAS|participates_in|DAP12 signaling
KRAS|participates_in|Paradoxical activation of RAF signaling by kinase inactive BRAF
MAP2K1|participates_in|Paradoxical activation of RAF signaling by kinase inactive BRAF
F-actin|subClassOf|macromolecular complex
aflatoxin B1|molecularly interacts with|macromolecular complex
aflatoxin B1|interacts with|SYNE1
cyclophosphamide|molecularly interacts with|macromolecular complex
cyclophosphamide|is substance that treats|Emery-Dreifuss muscular dystrophy
SYNE2|causes or contributes to condition|Emery-Dreifuss muscular dystrophy
SYNE1|participates_in|Cell Cycle
SYNE2|participates_in|Cell Cycle
SYNE2|subClassOf|protein_coding_gene
RhoA|participates_in|Axon guidance
MAPK3 (human)|participates_in|Axon guidance
Cofilin-1|causes or contributes to condition|Neoplasm of the breast
selenium atom|is substance that treats|Neoplasm of the breast
selenium atom|molecularly interacts with|macromolecular complex
Cofilin-1|participates_in|Developmental Biology
MAPK3 (human)|participates_in|Developmental Biology
LBR|subClassOf|protein_coding_gene
BANF1|subClassOf|protein_coding_gene
TMPO|participates_in|Mitotic Anaphase
BANF1|participates_in|Mitotic Anaphase
MAP2K2|participates_in|Axon guidance
EMD|participates_in|Cell Cycle, Mitotic
BANF1|participates_in|Cell Cycle, Mitotic
MAPK1|participates_in|MAP2K and MAPK activation
MAPK3 (human)|participates_in|MAP2K and MAPK activation
TMEM43|subClassOf|protein_coding_gene
SOS1|participates_in|Signaling by FGFR4
GRB2 (human)|participates_in|Signaling by FGFR4
RhoA|participates_in|Signaling by NTRK1 (TRKA)
MAPK1|participates_in|Signaling by NTRK1 (TRKA)
KIF5B|subClassOf|protein_coding_gene
SOS2|subClassOf|gene
MAP2K1|subClassOf|gene
SYNE1|participates_in|Meiosis
SUN|participates_in|Meiosis
RhoA|participates_in|Metabolism of proteins
TAZ|participates_in|Metabolism of proteins
