S|P|O|S_ID|P_ID|O_ID
aflatoxin B1|interacts with|CNTFR|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1271
IL6ST|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3572|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL12RB2 (human)|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3595|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL6R (human)|participates_in|MAPK3 (ERK1) activation|http://www.ncbi.nlm.nih.gov/gene/3570|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-110056
IL6ST|causes or contributes to condition|Ovarian neoplasm|http://www.ncbi.nlm.nih.gov/gene/3572|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100615
IL11RA (human)|causes or contributes to condition|Ovarian neoplasm|http://www.ncbi.nlm.nih.gov/gene/3590|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100615
IL6ST|participates_in|Interleukin-6 family signaling|http://www.ncbi.nlm.nih.gov/gene/3572|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783589
CTF1 (human)|participates_in|Interleukin-6 family signaling|http://www.ncbi.nlm.nih.gov/gene/1489|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-6783589
IFNAR1|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3454|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IFNAR1|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/3454|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
TYK2 (human)|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/7297|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
IFNAR2|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/3455|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
JAK1 (human)|participates_in|Regulation of IFNA signaling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-912694
IFNGR1|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3459|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
JAK1 (human)|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
valproic acid|interacts with|IL2RB|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/3560
IL27RA (human)|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/9466|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
OSMR|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/9180|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IFNGR2|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3460|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
JAK2|participates_in|Regulation of IFNG signaling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-877312
valproic acid|interacts with|IL2RA|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/3559
CSF2RA|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/1438|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
JAK2|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
MPL|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/4352|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
JAK2|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
MPL|has gene product|thrombopoietin receptor (human)|http://www.ncbi.nlm.nih.gov/gene/4352|http://purl.obolibrary.org/obo/RO_0002205|http://purl.obolibrary.org/obo/PR_P40238
thrombopoietin receptor (human)|molecularly interacts with|non-receptor tyrosine-protein kinase TYK2 (human)|http://purl.obolibrary.org/obo/PR_P40238|http://purl.obolibrary.org/obo/RO_0002436|http://purl.obolibrary.org/obo/PR_P29597
non-receptor tyrosine-protein kinase TYK2 (human)|has_gene_template|TYK2|http://purl.obolibrary.org/obo/PR_P29597|http://purl.obolibrary.org/obo/pr#has_gene_template|http://www.ncbi.nlm.nih.gov/gene/7297
valproic acid|interacts with|GHR (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2690
valproic acid|interacts with|JAK2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/3717
GHR|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/2690|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
valproic acid|interacts with|CSF3R (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1441
CSF3R|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/1441|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
CSF2RB|participates_in|Interleukin-2 family signaling|http://www.ncbi.nlm.nih.gov/gene/1439|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-451927
IL5RA (human)|participates_in|Interleukin-2 family signaling|http://www.ncbi.nlm.nih.gov/gene/3568|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-451927
IL2RB|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/3560|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
JAK3|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/3718|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
IL7R|causes or contributes to condition|Severe combined immunodeficiency|http://www.ncbi.nlm.nih.gov/gene/3575|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0004430
IL7R|participates_in|Interleukin-7 signaling|http://www.ncbi.nlm.nih.gov/gene/3575|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266695
IL2RG|participates_in|Interleukin-7 signaling|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266695
IL2RG|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
IL2RG|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
JAK1 (human)|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
combined immunodeficiency, X-linked|disease has basis in dysfunction of|IL2RG|http://purl.obolibrary.org/obo/MONDO_0010730|http://purl.obolibrary.org/obo/RO_0004020|http://www.ncbi.nlm.nih.gov/gene/3561
combined immunodeficiency, X-linked|has phenotype|Combined immunodeficiency|http://purl.obolibrary.org/obo/MONDO_0010730|http://purl.obolibrary.org/obo/RO_0002200|http://purl.obolibrary.org/obo/HP_0005387
IL21R|causes or contributes to condition|Combined immunodeficiency|http://www.ncbi.nlm.nih.gov/gene/50615|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0005387
IL2RG|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL2RG|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/3561|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
IL2RA|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/3559|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
aflatoxin B1|interacts with|IL2RG|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/3561
aflatoxin B1|interacts with|IL2RB|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/3560
IL2RA|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/3559|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
JAK1 (human)|participates_in|Interleukin-7 signaling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1266695
PIAS3|causes or contributes to condition|Cervical polyp|http://www.ncbi.nlm.nih.gov/gene/10401|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030159
STAT3|causes or contributes to condition|Cervical polyp|http://www.ncbi.nlm.nih.gov/gene/6774|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0030159
valproic acid|interacts with|IFNGR2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/3460
valproic acid|interacts with|PDGFRB (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5159
valproic acid|interacts with|SRC|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/6714
PDGFRB|participates_in|IRS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/5159|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112399
PDGFRA|participates_in|IRS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/5156|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112399
JAK1 (human)|participates_in|IRS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/3716|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112399
JAK2|participates_in|IRS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112399
SRC|participates_in|IRS-mediated signalling|http://www.ncbi.nlm.nih.gov/gene/6714|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-112399
AGTR1|causes or contributes to condition|Spontaneous abortion|http://www.ncbi.nlm.nih.gov/gene/185|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0005268
JAK2|causes or contributes to condition|Spontaneous abortion|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0005268
AGTR1|participates_in|GPCR ligand binding|http://www.ncbi.nlm.nih.gov/gene/185|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-500792
F2RL3|participates_in|GPCR ligand binding|http://www.ncbi.nlm.nih.gov/gene/9002|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-500792
valproic acid|interacts with|EGFR (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1956
aflatoxin B1|interacts with|AGTR1 (human)|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/185
aflatoxin B1|interacts with|F2RL2|http://purl.obolibrary.org/obo/CHEBI_2504|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2151
F2R|participates_in|GPCR ligand binding|http://www.ncbi.nlm.nih.gov/gene/2149|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-500792
valproic acid|interacts with|F2RL3|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/9002
valproic acid|interacts with|F2RL2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/2151
valproic acid|interacts with|AGTR2|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/186
F2RL3|participates_in|Thrombin signalling through proteinase activated receptors (PARs)|http://www.ncbi.nlm.nih.gov/gene/9002|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-456926
F2R|participates_in|Thrombin signalling through proteinase activated receptors (PARs)|http://www.ncbi.nlm.nih.gov/gene/2149|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-456926
F2RL2|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/2151|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
F2R|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/2149|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
AGTR2|participates_in|Peptide ligand-binding receptors|http://www.ncbi.nlm.nih.gov/gene/186|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-375276
F2R|participates_in|Peptide ligand-binding receptors|http://www.ncbi.nlm.nih.gov/gene/2149|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-375276
TRIM28|causes or contributes to condition|Type IV atherosclerotic lesion|http://www.ncbi.nlm.nih.gov/gene/10155|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002635
STAT3|causes or contributes to condition|Type IV atherosclerotic lesion|http://www.ncbi.nlm.nih.gov/gene/6774|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002635
AGTR1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/185|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
AGTR2|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/186|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
F2RL3|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK|http://www.ncbi.nlm.nih.gov/gene/9002|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-881907
JAK2|participates_in|Gastrin-CREB signalling pathway via PKC and MAPK|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-881907
IFNLR1|causes or contributes to condition|Psoriasiform dermatitis|http://www.ncbi.nlm.nih.gov/gene/163702|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003765
TYK2 (human)|causes or contributes to condition|Psoriasiform dermatitis|http://www.ncbi.nlm.nih.gov/gene/7297|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0003765
IL10RA|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3587|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL10RA|causes or contributes to condition|Ulcerative colitis|http://www.ncbi.nlm.nih.gov/gene/3587|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100279
JAK2|causes or contributes to condition|Ulcerative colitis|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100279
IL10RA|causes or contributes to condition|Inflammation of the large intestine|http://www.ncbi.nlm.nih.gov/gene/3587|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002037
IL10RB|causes or contributes to condition|Inflammation of the large intestine|http://www.ncbi.nlm.nih.gov/gene/3588|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0002037
IL10RB|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3588|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL10RB|causes or contributes to condition|Ulcerative colitis|http://www.ncbi.nlm.nih.gov/gene/3588|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100279
IFNLR1|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/163702|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL22RA1|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/58985|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IFNGR2|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3460|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
JAK2|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/3717|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL20RB|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/53833|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL20RA|participates_in|Cytokine Signaling in Immune system|http://www.ncbi.nlm.nih.gov/gene/53832|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-1280215
IL20RA|causes or contributes to condition|Spontaneous abortion|http://www.ncbi.nlm.nih.gov/gene/53832|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0005268
valproic acid|interacts with|IL22RA1|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/58985
CSF2RB|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/1439|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
IL3RA|causes or contributes to condition|Schizophrenia|http://www.ncbi.nlm.nih.gov/gene/3563|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0100753
IL3RA|participates_in|Frs2-mediated activation|http://www.ncbi.nlm.nih.gov/gene/3563|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-170968
CSF2RB|causes or contributes to condition|Intraalveolar phospholipid accumulation|http://www.ncbi.nlm.nih.gov/gene/1439|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0006517
CSF2RA|causes or contributes to condition|Intraalveolar phospholipid accumulation|http://www.ncbi.nlm.nih.gov/gene/1438|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0006517
CSF2RB|participates_in|Hemostasis|http://www.ncbi.nlm.nih.gov/gene/1439|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-109582
MAPK1|participates_in|MyD88:MAL(TIRAP) cascade initiated on plasma membrane|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-166058
MAPK8|participates_in|MyD88:MAL(TIRAP) cascade initiated on plasma membrane|http://www.ncbi.nlm.nih.gov/gene/5599|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-166058
MAPK1|causes or contributes to condition|Allodynia|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012533
MAPK7|causes or contributes to condition|Allodynia|http://www.ncbi.nlm.nih.gov/gene/5598|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012533
MAPK1|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
MAPK6|participates_in|Signal Transduction|http://www.ncbi.nlm.nih.gov/gene/5597|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-162582
MAPK1|causes or contributes to condition|Extrahepatic cholestasis|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012334
MAPK3|causes or contributes to condition|Extrahepatic cholestasis|http://www.ncbi.nlm.nih.gov/gene/5595|http://purl.obolibrary.org/obo/RO_0003302|http://purl.obolibrary.org/obo/HP_0012334
MAPK1|participates_in|Toll Like Receptor 7/8 (TLR7/8) Cascade|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-168181
MAPK11|participates_in|Toll Like Receptor 7/8 (TLR7/8) Cascade|http://www.ncbi.nlm.nih.gov/gene/5600|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-168181
MAPK1|participates_in|Toll Like Receptor 4 (TLR4) Cascade|http://www.ncbi.nlm.nih.gov/gene/5594|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-166016
MAPK10|participates_in|Toll Like Receptor 4 (TLR4) Cascade|http://www.ncbi.nlm.nih.gov/gene/5602|http://purl.obolibrary.org/obo/RO_0000056|https://reactome.org/content/detail/R-HSA-166016
valproic acid|interacts with|MAPK1 (human)|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5594
valproic acid|interacts with|MAPK13|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5603
valproic acid|interacts with|MAPK4|http://purl.obolibrary.org/obo/CHEBI_39867|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/5596
cadmium dichloride|interacts with|MAPK14|http://purl.obolibrary.org/obo/CHEBI_35456|http://purl.obolibrary.org/obo/RO_0002434|http://www.ncbi.nlm.nih.gov/gene/1432
